rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;jap_url;list
1;1;Common;;Dardargnan G;Beedrill G;Pokémon;Grass;15;Wataru Kawahara;https://res.cloudinary.com/dkhwpritu/image/upload/v1588958044/modif_dpt/Capture_d_e%CC%81cran_2020-05-08_a%CC%80_19.12.36.png;pt4
2;2;Common;;Saquedeneu;Tangela;Pokémon;Grass;114;Mitsuhiro Arita;https://cdn.bulbagarden.net/upload/thumb/f/f5/TangelaArceus76.jpg/360px-TangelaArceus76.jpg;pt4
3;3;Rare Holo;;Bouldeneu;Tangrowth;Pokémon;Grass;465;Masakazu Fukuda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1106444.jpg;pt4
4;4;Ultra;Niv. X;Bouldeneu;Tangrowth;Pokémon;Grass;465;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1148572.jpg;pt4
5;5;Common;;Arcko;Treecko;Pokémon;Grass;252;TOKIYA;https://cdn.bulbagarden.net/upload/thumb/7/70/TreeckoArceus78.jpg/360px-TreeckoArceus78.jpg;pt4
6;6;Uncommon;;Massko;Grovyle;Pokémon;Grass;253;Tomoaki Imakuni;https://cdn.bulbagarden.net/upload/thumb/a/ab/GrovyleArceus38.jpg/360px-GrovyleArceus38.jpg;pt4
7;7;Rare;;Jungko;Sceptile;Pokémon;Grass;254;Reiko Tanoue;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1470877.jpg;pt4
8;8;Common;;Cheniti Cape Plante;Burmy Plant Cloak;Pokémon;Grass;412;Kyoko Umemoto;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461831.jpg;pt4
9;9;Common;;Cheniti Cape Sable;Burmy Sandy Cloak;Pokémon;Grass;412;Tomokazu Komiya;https://res.cloudinary.com/dkhwpritu/image/upload/v1588957304/modif_dpt/cheniselle_sable.jpg;pt4
10;10;Common;;Cheniti Cape Déchet;Burmy Trash Cloak;Pokémon;Grass;412;Yukiko Baba;https://res.cloudinary.com/dkhwpritu/image/upload/v1588957304/modif_dpt/cheniselle.jpg;pt4
11;11;Uncommon;;Cheniselle Cape Plante;Wormadam Plant Cloak;Pokémon;Grass;413;Kouki Saitou;https://cdn.bulbagarden.net/upload/thumb/c/c3/WormadamArceus49.jpg/360px-WormadamArceus49.jpg;pt4
12;12;Rare Holo;;Papilord;Mothim;Pokémon;Grass;414;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1470878.jpg;pt4
