rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;H1;Rare Holo;;Alakazam;Alakazam;Pokémon;Psychic;65;Kimiya Masago;;https://images.pokemontcg.io/ecard3/151.png;ecard3
2;H2;Rare Holo;;Arcanin;Arcanine;Pokémon;Fire;59;Aya Kusube;;https://images.pokemontcg.io/ecard3/152.png;ecard3
3;H3;Rare Holo;;Artikodin;Articuno;Pokémon;Water;144;Hajime Kusajima;;https://images.pokemontcg.io/ecard3/153.png;ecard3
4;H4;Rare Holo;;Dardargnan;Beedrill;Pokémon;Grass;15;Hikaru Koike;;https://images.pokemontcg.io/ecard3/154.png;ecard3
5;H5;Rare Holo;;Nostenfer;Crobat;Pokémon;Grass;169;Kimiya Masago;;https://images.pokemontcg.io/ecard3/155.png;ecard3
6;H6;Rare Holo;;Lamantine;Dewgong;Pokémon;Water;87;Kouki Saitou;;https://images.pokemontcg.io/ecard3/156.png;ecard3
7;H7;Rare Holo;;Pyroli;Flareon;Pokémon;Fire;136;Kyoko Umemoto;;https://images.pokemontcg.io/ecard3/157.png;ecard3
8;H8;Rare Holo;;Foretress;Forretress;Pokémon;Metal;205;Midori Harada;;https://images.pokemontcg.io/ecard3/158.png;ecard3
9;H9;Rare Holo;;Ectoplasma;Gengar;Pokémon;Psychic;94;Kyoko Umemoto;;https://images.pokemontcg.io/ecard3/159.png;ecard3
10;H10;Rare Holo;;Léviator;Gyarados;Pokémon;Water;130;Kimiya Masago;;https://images.pokemontcg.io/ecard3/160.png;ecard3
11;H11;Rare Holo;;Démolosse;Houndoom;Pokémon;Darkness;229;Kimiya Masago;;https://images.pokemontcg.io/ecard3/161.png;ecard3
12;H12;Rare Holo;;Voltali;Jolteon;Pokémon;Lightning;135;Hikaru Koike;;https://images.pokemontcg.io/ecard3/162.png;ecard3
13;H13;Rare Holo;;Kabutops;Kabutops;Pokémon;Fighting;141;Kouki Saitou;;https://images.pokemontcg.io/ecard3/163.png;ecard3
14;H14;Rare Holo;;Coxyclaque;Ledian;Pokémon;Grass;166;Hikaru Koike;;https://images.pokemontcg.io/ecard3/164.png;ecard3
15;H15;Rare Holo;;Mackogneur;Machamp;Pokémon;Fighting;68;Naoyo Kimura;;https://images.pokemontcg.io/ecard3/165.png;ecard3
16;H16;Rare Holo;;Volcaropod;Magcargo;Pokémon;Fire;219;Hajime Kusajima;;https://images.pokemontcg.io/ecard3/166.png;ecard3
17;H17;Rare Holo;;Volcaropod;Magcargo;Pokémon;Fighting;219;Mitsuhiro Arita;;https://images.pokemontcg.io/ecard3/167.png;ecard3
18;H18;Rare Holo;;Magneton;Magneton;Pokémon;Lightning;82;Hajime Kusajima;;https://images.pokemontcg.io/ecard3/168.png;ecard3
19;H19;Rare Holo;;Magneton;Magneton;Pokémon;Lightning;82;Hajime Kusajima;;https://images.pokemontcg.io/ecard3/169.png;ecard3
20;H20;Rare Holo;;Sulfura;Moltres;Pokémon;Fire;146;Kouki Saitou;;https://images.pokemontcg.io/ecard3/170.png;ecard3
21;H21;Rare Holo;;Nidoqueen;Nidoqueen;Pokémon;Grass;31;Mitsuhiro Arita;;https://images.pokemontcg.io/ecard3/171.png;ecard3
22;H22;Rare Holo;;Cochignon;Piloswine;Pokémon;Water;221;Yuka Morii;;https://images.pokemontcg.io/ecard3/172.png;ecard3
23;H23;Rare Holo;;Tarpaud;Politoed;Pokémon;Water;186;Atsuko Nishida;;https://images.pokemontcg.io/ecard3/173.png;ecard3
24;H24;Rare Holo;;Tartard;Poliwrath;Pokémon;Fighting;62;Naoyo Kimura;;https://images.pokemontcg.io/ecard3/174.png;ecard3
25;H25;Rare Holo;;Raichu;Raichu;Pokémon;Lightning;26;Yuka Morii;;https://images.pokemontcg.io/ecard3/175.png;ecard3
26;H26;Rare Holo;;Raikou;Raikou;Pokémon;Lightning;243;Mitsuhiro Arita;;https://images.pokemontcg.io/ecard3/176.png;ecard3
27;H27;Rare Holo;;Rhinoféros;Rhydon;Pokémon;Fighting;112;Mitsuhiro Arita;;https://images.pokemontcg.io/ecard3/177.png;ecard3
28;H28;Rare Holo;;Staross;Starmie;Pokémon;Psychic;121;Hajime Kusajima;;https://images.pokemontcg.io/ecard3/178.png;ecard3
29;H29;Rare Holo;;Steelix;Steelix;Pokémon;Metal;208;Hikaru Koike;;https://images.pokemontcg.io/ecard3/179.png;ecard3
30;H30;Rare Holo;;Noctali;Umbreon;Pokémon;Darkness;197;Atsuko Nishida;;https://images.pokemontcg.io/ecard3/180.png;ecard3
31;H31;Rare Holo;;Aquali;Vaporeon;Pokémon;Water;134;Naoyo Kimura;;https://images.pokemontcg.io/ecard3/181.png;ecard3
32;H32;Rare Holo;;Xatu;Xatu;Pokémon;Psychic;178;Atsuko Nishida;;https://images.pokemontcg.io/ecard3/182.png;ecard3
33;1;Rare;;Ptera;Aerodactyl;Pokémon;Fighting;142;Toshinao Aoki;;https://images.pokemontcg.io/ecard3/1.png;ecard3
