rank;number;jap_url;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;list
1;1;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1459743.jpg;;;;;;;;;bw9
2;2;https://cdn.bulbagarden.net/upload/thumb/e/e4/MasquerainPlasmaBlast2.jpg/360px-MasquerainPlasmaBlast2.jpg;;;;;;;;;bw9
3;3;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462812.jpg;;;;;;;;;bw9
4;4;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1475152.jpg;;;;;;;;;bw9
5;5;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1475153.jpg;;;;;;;;;bw9
6;6;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462813.jpg;;;;;;;;;bw9
7;7;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462814.jpg;;;;;;;;;bw9
8;8;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1467279.jpg;;;;;;;;;bw9
9;9;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462849.jpg;;;;;;;;;bw9
10;10;https://cdn.bulbagarden.net/upload/archive/5/5b/20130619225633%21GenesectEXPlasmaBlast11.jpg;;;;;;;;;bw9
11;11;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462815.jpg;;;;;;;;;bw9
12;12;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1149271.jpg;;;;;;;;;bw9
