rank;number;jap_url;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;list
41;41;https://cdn.bulbagarden.net/upload/thumb/f/f5/DonphanPlasmaStorm72.jpg/360px-DonphanPlasmaStorm72.jpg;;;;;;;;;bw5b
42;42;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462897.jpg;;;;;;;;;bw5b
43;43;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462918.jpg;;;;;;;;;bw5b
44;44;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462898.jpg;;;;;;;;;bw5b
45;45;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462899.jpg;;;;;;;;;bw5b
46;46;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462900.jpg;;;;;;;;;bw5b
47;47;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462901.jpg;;;;;;;;;bw5b
48;48;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462902.jpg;;;;;;;;;bw5b
49;49;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462925.jpg;;;;;;;;;bw5b
50;50;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462903.jpg;;;;;;;;;bw5b
51;51;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462904.jpg;;;;;;;;;bw5b
52;52;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462945.jpg;;;;;;;;;bw5b
53;53;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462905.jpg;;;;;;;;;bw5b
54;54;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462906.jpg;;;;;;;;;bw5b
55;55;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462946.jpg;;;;;;;;;bw5b
56;56;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462907.jpg;;;;;;;;;
57;57;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462908.jpg;;;;;;;;;
58;58;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462919.jpg;;;;;;;;;
59;59;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462926.jpg;;;;;;;;;
60;60;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462909.jpg;;;;;;;;;
61;61;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462910.jpg;;;;;;;;;
62;62;https://cdn.bulbagarden.net/upload/thumb/8/8e/ColressMachinePlasmaStorm119.jpg/360px-ColressMachinePlasmaStorm119.jpg;;;;;;;;;
63;63;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462948.jpg;;;;;;;;;
64;64;https://cdn.bulbagarden.net/upload/thumb/a/a5/ColressPlasmaStorm118.jpg/360px-ColressPlasmaStorm118.jpg;;;;;;;;;
65;65;https://cdn.bulbagarden.net/upload/thumb/9/98/TeamPlasmaGruntPlasmaStorm125.jpg/360px-TeamPlasmaGruntPlasmaStorm125.jpg;;;;;;;;;
66;66;https://cdn.bulbagarden.net/upload/thumb/3/3b/PlasmaFrigatePlasmaStorm124.jpg/360px-PlasmaFrigatePlasmaStorm124.jpg;;;;;;;;;
67;67;https://cdn.bulbagarden.net/upload/archive/1/12/20130516011824%21PlasmaEnergyPlasmaStorm127.jpg;;;;;;;;;
68;68;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462920.jpg;;;;;;;;;
69;69;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462921.jpg;;;;;;;;;
70;70;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1462922.jpg;;;;;;;;;
71;71;https://cdn.bulbagarden.net/upload/c/c7/VictiniEXPlasmaStorm131.jpg;;;;;;;;;
72;72;https://cdn.bulbagarden.net/upload/thumb/e/e7/ArticunoEXPlasmaStorm132.jpg/360px-ArticunoEXPlasmaStorm132.jpg;;;;;;;;;
73;73;https://cdn.bulbagarden.net/upload/archive/0/0d/20130511175322%21CobalionEXPlasmaStorm133.jpg;;;;;;;;;
74;74;https://cdn.bulbagarden.net/upload/a/a9/LugiaEXPlasmaStorm134.jpg;;;;;;;;;
75;75;https://cdn.bulbagarden.net/upload/0/08/ColressPlasmaStorm135.jpg;;;;;;;;;
76;76;https://cdn.bulbagarden.net/upload/archive/2/23/20141130011500%21SkylaBoundariesCrossed149.jpg;;;;;;;;;
77;77;https://cdn.bulbagarden.net/upload/archive/a/af/20150606195610%21CharizardPlasmaStorm136.jpg;;;;;;;;;
78;78;https://cdn.bulbagarden.net/upload/0/05/BlastoisePlasmaStorm137.jpg;;;;;;;;;
79;79;https://cdn.bulbagarden.net/upload/archive/4/4a/20150606195700%21RandomReceiverPlasmaStorm138.jpg;;;;;;;;;
