rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Rare Holo;;Mentali;Espeon;Pokémon;Psychic;196;Atsuko Nishida;https://www.pokepedia.fr/images/2/23/Carte_Neo_Discovery_1.png;https://images.pokemontcg.io/neo2/1.png;neo2
2;2;Rare Holo;;Foretress;Forretress;Pokémon;Metal;205;CR CG gangs;https://www.pokepedia.fr/images/c/ce/Carte_Neo_Discovery_2.png;https://images.pokemontcg.io/neo2/2.png;neo2
3;3;Rare Holo;;Kapoera;Hitmontop;Pokémon;Fighting;237;Sumiyoshi Kizuki;https://www.pokepedia.fr/images/d/d2/Carte_Neo_Discovery_3.png;https://images.pokemontcg.io/neo2/3.png;neo2
4;4;Rare Holo;;Démolosse;Houndoom;Pokémon;Darkness;229;Shin-ichi Yoshida;https://www.pokepedia.fr/images/2/2f/Carte_Neo_Discovery_4.png;https://images.pokemontcg.io/neo2/4.png;neo2
5;5;Rare Holo;;Malosse;Houndour;Pokémon;Fire;228;Aya Kusube;https://www.pokepedia.fr/images/c/c7/Carte_Neo_Discovery_5.png;https://images.pokemontcg.io/neo2/5.png;neo2
6;6;Rare Holo;;Kabutops;Kabutops;Pokémon;Water;141;Kimiya Masago;https://www.pokepedia.fr/images/f/fa/Carte_Neo_Discovery_6.png;https://images.pokemontcg.io/neo2/6.png;neo2
7;7;Rare Holo;;Magneti;Magnemite;Pokémon;Metal;81;CR CG gangs;https://www.pokepedia.fr/images/7/7f/Carte_Neo_Discovery_7.png;https://images.pokemontcg.io/neo2/7.png;neo2
8;8;Rare Holo;;Tarpaud;Politoed;Pokémon;Water;186;Tomokazu Komiya;https://www.pokepedia.fr/images/3/32/Carte_Neo_Discovery_8.png;https://images.pokemontcg.io/neo2/8.png;neo2
9;9;Rare Holo;;Tartard;Poliwrath;Pokémon;Fighting;62;Shin-ichi Yoshida;https://www.pokepedia.fr/images/7/71/Carte_Neo_Discovery_9.png;https://images.pokemontcg.io/neo2/9.png;neo2
10;10;Rare Holo;;Cizayox;Scizor;Pokémon;Metal;212;Kimiya Masago;https://www.pokepedia.fr/images/5/55/Carte_Neo_Discovery_10.png;https://images.pokemontcg.io/neo2/10.png;neo2
11;11;Rare Holo;;Queulorior;Smeargle;Pokémon;Colorless;235;Hironobu Yoshida;https://www.pokepedia.fr/images/d/db/Carte_Neo_Discovery_11.png;https://images.pokemontcg.io/neo2/11.png;neo2
12;12;Rare Holo;;Tyranocif;Tyranitar;Pokémon;Darkness;248;Hironobu Yoshida;https://www.pokepedia.fr/images/7/7d/Carte_Neo_Discovery_12.png;https://images.pokemontcg.io/neo2/12.png;neo2
13;13;Rare Holo;;Noctali;Umbreon;Pokémon;Darkness;197;Kimiya Masago;https://www.pokepedia.fr/images/8/8a/Carte_Neo_Discovery_13.png;https://images.pokemontcg.io/neo2/13.png;neo2
14;14;Rare Holo;;Zarbi A;Unown [A];Pokémon;Psychic;201;CR CG gangs;https://www.pokepedia.fr/images/9/9d/Carte_Neo_Discovery_14.png;https://images.pokemontcg.io/neo2/14.png;neo2
15;15;Rare Holo;;Ursaring;Ursaring;Pokémon;Colorless;217;Naoyo Kimura;https://www.pokepedia.fr/images/8/8c/Carte_Neo_Discovery_15.png;https://images.pokemontcg.io/neo2/15.png;neo2
16;16;Rare Holo;;Qulbutoke;Wobbuffet;Pokémon;Psychic;202;Hironobu Yoshida;https://www.pokepedia.fr/images/e/e4/Carte_Neo_Discovery_16.png;https://images.pokemontcg.io/neo2/16.png;neo2
17;17;Rare Holo;;Yanma;Yanma;Pokémon;Grass;193;Atsuko Nishida;https://www.pokepedia.fr/images/3/30/Carte_Neo_Discovery_17.png;https://images.pokemontcg.io/neo2/17.png;neo2
18;18;Rare;;Dardargnan;Beedrill;Pokémon;Grass;15;Aya Kusube;https://www.pokepedia.fr/images/8/83/Carte_Neo_Discovery_18.png;https://images.pokemontcg.io/neo2/18.png;neo2
19;19;Rare;;Papilusion;Butterfree;Pokémon;Grass;12;Atsuko Nishida;https://www.pokepedia.fr/images/8/8c/Carte_Neo_Discovery_19.png;https://images.pokemontcg.io/neo2/19.png;neo2
20;20;Rare;;Mentali;Espeon;Pokémon;Psychic;196;Naoyo Kimura;https://www.pokepedia.fr/images/3/34/Carte_Neo_Discovery_20.png;https://images.pokemontcg.io/neo2/20.png;neo2
21;21;Rare;;Foretress;Forretress;Pokémon;Metal;205;CR CG gangs;https://www.pokepedia.fr/images/c/cf/Carte_Neo_Discovery_21.png;https://images.pokemontcg.io/neo2/21.png;neo2
22;22;Rare;;Kapoera;Hitmontop;Pokémon;Fighting;237;Sumiyoshi Kizuki;https://www.pokepedia.fr/images/8/87/Carte_Neo_Discovery_22.png;https://images.pokemontcg.io/neo2/22.png;neo2
23;23;Rare;;Démolosse;Houndoom;Pokémon;Darkness;229;Shin-ichi Yoshida;https://www.pokepedia.fr/images/9/9a/Carte_Neo_Discovery_23.png;https://images.pokemontcg.io/neo2/23.png;neo2
24;24;Rare;;Malosse;Houndour;Pokémon;Fire;228;Aya Kusube;https://www.pokepedia.fr/images/f/fb/Carte_Neo_Discovery_24.png;https://images.pokemontcg.io/neo2/24.png;neo2
25;25;Rare;;Kabutops;Kabutops;Pokémon;Water;141;Kimiya Masago;https://www.pokepedia.fr/images/9/93/Carte_Neo_Discovery_25.png;https://images.pokemontcg.io/neo2/25.png;neo2
26;26;Rare;;Magneti;Magnemite;Pokémon;Metal;81;CR CG gangs;https://www.pokepedia.fr/images/b/b6/Carte_Neo_Discovery_26.png;https://images.pokemontcg.io/neo2/26.png;neo2
27;27;Rare;;Tarpaud;Politoed;Pokémon;Water;186;Tomokazu Komiya;https://www.pokepedia.fr/images/7/70/Carte_Neo_Discovery_27.png;https://images.pokemontcg.io/neo2/27.png;neo2
28;28;Rare;;Tartard;Poliwrath;Pokémon;Fighting;62;Shin-ichi Yoshida;https://www.pokepedia.fr/images/c/c3/Carte_Neo_Discovery_28.png;https://images.pokemontcg.io/neo2/28.png;neo2
29;29;Rare;;Cizayox;Scizor;Pokémon;Metal;212;Kimiya Masago;https://www.pokepedia.fr/images/0/07/Carte_Neo_Discovery_29.png;https://images.pokemontcg.io/neo2/29.png;neo2
30;30;Rare;;Queulorior;Smeargle;Pokémon;Colorless;235;Hironobu Yoshida;https://www.pokepedia.fr/images/4/47/Carte_Neo_Discovery_30.png;https://images.pokemontcg.io/neo2/30.png;neo2
31;31;Rare;;Tyranocif;Tyranitar;Pokémon;Darkness;248;Hironobu Yoshida;https://www.pokepedia.fr/images/1/1a/Carte_Neo_Discovery_31.png;https://images.pokemontcg.io/neo2/31.png;neo2
32;32;Rare;;Noctali;Umbreon;Pokémon;Darkness;197;Naoyo Kimura;https://www.pokepedia.fr/images/0/0f/Carte_Neo_Discovery_32.png;https://images.pokemontcg.io/neo2/32.png;neo2
33;33;Rare;;Zarbi A;Unown [A];Pokémon;Psychic;201;CR CG gangs;https://www.pokepedia.fr/images/1/19/Carte_Neo_Discovery_33.png;https://images.pokemontcg.io/neo2/33.png;neo2
34;34;Rare;;Ursaring;Ursaring;Pokémon;Colorless;217;Naoyo Kimura;https://www.pokepedia.fr/images/f/f7/Carte_Neo_Discovery_34.png;https://images.pokemontcg.io/neo2/34.png;neo2
35;35;Rare;;Qulbutoke;Wobbuffet;Pokémon;Psychic;202;Hironobu Yoshida;https://www.pokepedia.fr/images/2/25/Carte_Neo_Discovery_35.png;https://images.pokemontcg.io/neo2/35.png;neo2
