rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Common;;Chétiflor;Bellsprout;Pokémon;Grass;69;Aya Kusube;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_1.png;https://images.pokemontcg.io/sm2/1.png;sm2
2;2;Uncommon;;Boustiflor;Weepinbell;Pokémon;Grass;70;Mina Nakai;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_2.png;https://images.pokemontcg.io/sm2/2.png;sm2
3;3;Rare;;Empiflor;Victreebel;Pokémon;Grass;71;TOKIYA;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_3.png;https://images.pokemontcg.io/sm2/3.png;sm2
4;4;Common;;Chlorobule;Petilil;Pokémon;Grass;548;Naoki Saito;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_4.png;https://images.pokemontcg.io/sm2/4.png;sm2
5;5;Rare;;Fragilady;Lilligant;Pokémon;Grass;549;You Iribi;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_5.png;https://images.pokemontcg.io/sm2/5.png;sm2
6;6;Common;;Brocélôme;Phantump;Pokémon;Grass;708;Sanosuke Sakuma;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_6.png;https://images.pokemontcg.io/sm2/6.png;sm2
7;7;Rare;;Désséliande;Trevenant;Pokémon;Grass;709;Hiroyuki Yamamoto;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_7.png;https://images.pokemontcg.io/sm2/7.png;sm2
8;8;Common;;Sovkipou;Wimpod;Pokémon;Grass;767;match;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_8.png;https://images.pokemontcg.io/sm2/8.png;sm2
9;9;Rare Holo;;Sarmuraï;Golisopod;Pokémon;Grass;768;Kouki Saitou;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_9.png;https://images.pokemontcg.io/sm2/9.png;sm2
10;10;Rare Holo;;Victini;Victini;Pokémon;Fire;494;kodama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_10.png;https://images.pokemontcg.io/sm2/10.png;sm2
11;11;Common;;Funécire;Litwick;Pokémon;Fire;607;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_11.png;https://images.pokemontcg.io/sm2/11.png;sm2
12;12;Uncommon;;Mélancolux;Lampent;Pokémon;Fire;608;313;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_12.png;https://images.pokemontcg.io/sm2/12.png;sm2
13;13;Rare Holo;;Lugulabre;Chandelure;Pokémon;Fire;609;Kouki Saitou;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_13.png;https://images.pokemontcg.io/sm2/13.png;sm2
14;14;Rare;;Plumeline;Oricorio;Pokémon;Fire;741;Shin Nagasawa;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_14.png;https://images.pokemontcg.io/sm2/14.png;sm2
15;15;Common;;Tritox;Salandit;Pokémon;Fire;757;TOKIYA;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_15.png;https://images.pokemontcg.io/sm2/15.png;sm2
16;16;Rare;;Malamandre;Salazzle;Pokémon;Fire;758;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_16.png;https://images.pokemontcg.io/sm2/16.png;sm2
17;17;Rare;;Boumata;Turtonator;Pokémon;Fire;776;Shin Nagasawa;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM2/SM2_FR_17.png;https://images.pokemontcg.io/sm2/17.png;sm2
