rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Ultra;GX;Celebi et Florizarre-GX;Celebi & Venusaur-GX;Pokémon;Grass;3;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_1.png;https://images.pokemontcg.io/sm9/1.png;sm9
2;2;Common;;Aspicot;Weedle;Pokémon;Grass;13;Shibuzoh.;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_2.png;https://images.pokemontcg.io/sm9/2.png;sm9
3;3;Common;;Aspicot;Weedle;Pokémon;Grass;13;SATOSHI NAKAI;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_3.png;https://images.pokemontcg.io/sm9/3.png;sm9
4;4;Uncommon;;Coconfort;Kakuna;Pokémon;Grass;14;Yuka Morii;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_4.png;https://images.pokemontcg.io/sm9/4.png;sm9
5;5;Rare;;Dardargnan;Beedrill;Pokémon;Grass;15;You Iribi;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_5.png;https://images.pokemontcg.io/sm9/5.png;sm9
6;6;Common;;Paras;Paras;Pokémon;Grass;46;Naoyo Kimura;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_6.png;https://images.pokemontcg.io/sm9/6.png;sm9
7;7;Rare;;Parasect;Parasect;Pokémon;Grass;47;Satoshi Shirai;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_7.png;https://images.pokemontcg.io/sm9/7.png;sm9
8;8;Common;;Noeunoeuf;Exeggcute;Pokémon;Grass;102;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_8.png;https://images.pokemontcg.io/sm9/8.png;sm9
9;9;Rare;;Scarabrute;Pinsir;Pokémon;Grass;127;Eri Yamaki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_9.png;https://images.pokemontcg.io/sm9/9.png;sm9
10;10;Rare Holo;;Shaymin Prisme Étoile;Shaymin ◇;Pokémon;Grass;492;kawayoo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_10.png;https://images.pokemontcg.io/sm9/10.png;sm9
11;11;Common;;Salamèche;Charmander;Pokémon;Fire;4;Naoyo Kimura;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_11.png;https://images.pokemontcg.io/sm9/11.png;sm9
12;12;Common;;Salamèche;Charmander;Pokémon;Fire;4;Atsuko Nishida;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_12.png;https://images.pokemontcg.io/sm9/12.png;sm9
13;13;Uncommon;;Reptincel;Charmeleon;Pokémon;Fire;5;Ayaka Yoshida;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_13.png;https://images.pokemontcg.io/sm9/13.png;sm9
14;14;Rare;;Dracaufeu;Charizard;Pokémon;Fire;6;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_14.png;https://images.pokemontcg.io/sm9/14.png;sm9
15;15;Common;;Goupix;Vulpix;Pokémon;Fire;37;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_15.png;https://images.pokemontcg.io/sm9/15.png;sm9
16;16;Rare;;Feunard;Ninetales;Pokémon;Fire;38;You Iribi;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_16.png;https://images.pokemontcg.io/sm9/16.png;sm9
17;17;Common;;Ponyta;Ponyta;Pokémon;Fire;77;Saya Tsuruta;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_17.png;https://images.pokemontcg.io/sm9/17.png;sm9
18;18;Uncommon;;Galopa;Rapidash;Pokémon;Fire;78;Shigenori Negishi;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_18.png;https://images.pokemontcg.io/sm9/18.png;sm9
19;19;Rare Holo;;Sulfura;Moltres;Pokémon;Fire;146;Shin Nagasawa;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_19.png;https://images.pokemontcg.io/sm9/19.png;sm9
20;20;Common;;Flamiaou;Litten;Pokémon;Fire;725;sui;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_20.png;https://images.pokemontcg.io/sm9/20.png;sm9
21;21;Uncommon;;Matoufeu;Torracat;Pokémon;Fire;726;Sanosuke Sakuma;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_21.png;https://images.pokemontcg.io/sm9/21.png;sm9
22;22;Common;;Carapuce;Squirtle;Pokémon;Water;7;sui;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_22.png;https://images.pokemontcg.io/sm9/22.png;sm9
23;23;Common;;Carapuce;Squirtle;Pokémon;Water;7;HYOGONOSUKE;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_23.png;https://images.pokemontcg.io/sm9/23.png;sm9
24;24;Uncommon;;Carabaffe;Wartortle;Pokémon;Water;8;Misa Tsutsui;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM9/SM9_FR_24.png;https://images.pokemontcg.io/sm9/24.png;sm9
