rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Common;;Chenipan;Caterpie;Pokémon;Grass;10;Kanako Eo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_1.png;https://images.pokemontcg.io/sm1/1.png;sm1
2;2;Uncommon;;Chrysacier;Metapod;Pokémon;Grass;11;Yuka Morii;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_2.png;https://images.pokemontcg.io/sm1/2.png;sm1
3;3;Rare;;Papilusion;Butterfree;Pokémon;Grass;12;chibi;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_3.png;https://images.pokemontcg.io/sm1/3.png;sm1
4;4;Common;;Paras;Paras;Pokémon;Grass;46;Ayaka Yoshida;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_4.png;https://images.pokemontcg.io/sm1/4.png;sm1
5;5;Rare;;Parasect;Parasect;Pokémon;Grass;47;Eri Yamaki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_5.png;https://images.pokemontcg.io/sm1/5.png;sm1
6;6;Uncommon;;Scarabrute;Pinsir;Pokémon;Grass;127;DemizuPosuka;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_6.png;https://images.pokemontcg.io/sm1/6.png;sm1
7;7;Common;;Arakdo;Surskit;Pokémon;Grass;283;Kyoko Umemoto;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_7.png;https://images.pokemontcg.io/sm1/7.png;sm1
8;8;Rare;;Maskadra;Masquerain;Pokémon;Grass;284;miki kudo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_8.png;https://images.pokemontcg.io/sm1/8.png;sm1
9;9;Common;;Brindibou;Rowlet;Pokémon;Grass;722;Megumi Mizutani;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_9.png;https://images.pokemontcg.io/sm1/9.png;sm1
10;10;Uncommon;;Efflèche;Dartrix;Pokémon;Grass;723;Mizue;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_10.png;https://images.pokemontcg.io/sm1/10.png;sm1
11;11;Rare;;Archéduc;Decidueye;Pokémon;Grass;724;Kouki Saitou;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_11.png;https://images.pokemontcg.io/sm1/11.png;sm1
12;12;Ultra;GX;Archéduc-GX;Decidueye-GX;Pokémon;Grass;724;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_12.png;https://images.pokemontcg.io/sm1/12.png;sm1
13;13;Common;;Larvibule;Grubbin;Pokémon;Grass;736;Akira Komayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_13.png;https://images.pokemontcg.io/sm1/13.png;sm1
14;14;Common;;Mimantis;Fomantis;Pokémon;Grass;753;Kagemaru Himeno;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_14.png;https://images.pokemontcg.io/sm1/14.png;sm1
15;15;Ultra;GX;Floramantis-GX;Lurantis-GX;Pokémon;Grass;754;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_15.png;https://images.pokemontcg.io/sm1/15.png;sm1
16;16;Common;;Spododo;Morelull;Pokémon;Grass;755;Saya Tsuruta;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_16.png;https://images.pokemontcg.io/sm1/16.png;sm1
17;17;Rare Holo;;Lampignon;Shiinotic;Pokémon;Grass;756;Mizue;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_17.png;https://images.pokemontcg.io/sm1/17.png;sm1
18;18;Common;;Croquine;Bounsweet;Pokémon;Grass;761;Akira Komayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_18.png;https://images.pokemontcg.io/sm1/18.png;sm1
19;19;Uncommon;;Candine;Steenee;Pokémon;Grass;762;Mizue;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_19.png;https://images.pokemontcg.io/sm1/19.png;sm1
20;20;Rare Holo;;Sucreine;Tsareena;Pokémon;Grass;763;Shin Nagasawa;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_20.png;https://images.pokemontcg.io/sm1/20.png;sm1
21;21;Common;;Caninos;Growlithe;Pokémon;Fire;58;MAHOU;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_21.png;https://images.pokemontcg.io/sm1/21.png;sm1
22;22;Rare Holo;;Arcanin;Arcanine;Pokémon;Fire;59;kodama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_22.png;https://images.pokemontcg.io/sm1/22.png;sm1
23;23;Common;;Chartor;Torkoal;Pokémon;Fire;324;sui;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_23.png;https://images.pokemontcg.io/sm1/23.png;sm1
24;24;Common;;Flamiaou;Litten;Pokémon;Fire;725;Akira Komayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_24.png;https://images.pokemontcg.io/sm1/24.png;sm1
25;25;Uncommon;;Matoufeu;Torracat;Pokémon;Fire;726;TOKIYA;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM1/SM1_FR_25.png;https://images.pokemontcg.io/sm1/25.png;sm1
