rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Common;;Noeunoeuf;Exeggcute;Pokémon;Grass;102;Yuka Morii;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM6/SM6_FR_1.png;https://images.pokemontcg.io/sm6/1.png;sm6
2;2;Rare;;Noadkoko d'Alola;Alolan Exeggutor;Pokémon;Grass;103;Satoshi Shirai;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM6/SM6_FR_2.png;https://images.pokemontcg.io/sm6/2.png;sm6
3;3;Common;;Blizzi;Snover;Pokémon;Grass;459;match;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM6/SM6_FR_3.png;https://images.pokemontcg.io/sm6/3.png;sm6
4;4;Rare;;Blizzaroi;Abomasnow;Pokémon;Grass;460;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM6/SM6_FR_4.png;https://images.pokemontcg.io/sm6/4.png;sm6
5;5;Common;;Lépidonille;Scatterbug;Pokémon;Grass;664;kirisAki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM6/SM6_FR_5.png;https://images.pokemontcg.io/sm6/5.png;sm6
6;6;Common;;Lépidonille;Scatterbug;Pokémon;Grass;664;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM6/SM6_FR_6.png;https://images.pokemontcg.io/sm6/6.png;sm6
7;7;Uncommon;;Pérégrain;Spewpa;Pokémon;Grass;665;Miki Tanaka;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM6/SM6_FR_7.png;https://images.pokemontcg.io/sm6/7.png;sm6
8;8;Rare;;Prismillon;Vivillon;Pokémon;Grass;666;Akira Komayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM6/SM6_FR_8.png;https://images.pokemontcg.io/sm6/8.png;sm6
9;9;Common;;Cabriolaine;Skiddo;Pokémon;Grass;672;Suwama Chiaki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM6/SM6_FR_9.png;https://images.pokemontcg.io/sm6/9.png;sm6
10;10;Uncommon;;Chevroum;Gogoat;Pokémon;Grass;673;Anesaki Dynamic;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM6/SM6_FR_10.png;https://images.pokemontcg.io/sm6/10.png;sm6
11;11;Rare;;Cancrelove;Pheromosa;Pokémon;Grass;795;Hitoshi Ariga;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM6/SM6_FR_11.png;https://images.pokemontcg.io/sm6/11.png;sm6
12;12;Rare;;Ossatueur d'Alola;Alolan Marowak;Pokémon;Fire;105;Suwama Chiaki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM6/SM6_FR_12.png;https://images.pokemontcg.io/sm6/12.png;sm6
