rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Common;;Noeunoeuf;Exeggcute;Pokémon;Grass;102;kawayoo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_1.png;https://images.pokemontcg.io/sm5/1.png;sm5
2;2;Common;;Yanma;Yanma;Pokémon;Grass;193;Akira Komayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_2.png;https://images.pokemontcg.io/sm5/2.png;sm5
3;3;Uncommon;;Yanmega;Yanmega;Pokémon;Grass;469;SATOSHI NAKAI;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_3.png;https://images.pokemontcg.io/sm5/3.png;sm5
4;4;Common;;Roselia;Roselia;Pokémon;Grass;315;Kyoko Umemoto;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_4.png;https://images.pokemontcg.io/sm5/4.png;sm5
5;5;Rare;;Roserade;Roserade;Pokémon;Grass;407;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_5.png;https://images.pokemontcg.io/sm5/5.png;sm5
6;6;Common;;Tortipouss;Turtwig;Pokémon;Grass;387;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_6.png;https://images.pokemontcg.io/sm5/6.png;sm5
7;7;Common;;Tortipouss;Turtwig;Pokémon;Grass;387;OOYAMA;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_7.png;https://images.pokemontcg.io/sm5/7.png;sm5
8;8;Uncommon;;Boskara;Grotle;Pokémon;Grass;388;Shigenori Negishi;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_8.png;https://images.pokemontcg.io/sm5/8.png;sm5
9;9;Rare Holo;;Torterra;Torterra;Pokémon;Grass;389;kawayoo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_9.png;https://images.pokemontcg.io/sm5/9.png;sm5
10;10;Common;;Ceribou;Cherubi;Pokémon;Grass;420;Asako Ito;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_10.png;https://images.pokemontcg.io/sm5/10.png;sm5
11;11;Uncommon;;Ceriflor;Cherrim;Pokémon;Grass;421;MAHOU;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_11.png;https://images.pokemontcg.io/sm5/11.png;sm5
12;12;Common;;Vortente;Carnivine;Pokémon;Grass;455;Anesaki Dynamic;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_12.png;https://images.pokemontcg.io/sm5/12.png;sm5
13;13;Ultra;GX;Phyllali-GX;Leafeon-GX;Pokémon;Grass;470;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_13.png;https://images.pokemontcg.io/sm5/13.png;sm5
14;14;Rare;;Motisma Tonte;Mow Rotom;Pokémon;Grass;479;kawayoo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_14.png;https://images.pokemontcg.io/sm5/14.png;sm5
15;15;Rare Holo;;Shaymin;Shaymin;Pokémon;Grass;492;Mizue;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM5/SM5_FR_15.png;https://images.pokemontcg.io/sm5/15.png;sm5
