rank;number;rarety_type;ultra_type;fr_name;en_name;jap_name;super_type;energy;pokedex_number;artist;jap_url;list
70;70;Rare;;Démolosse;Houndoom;ヘルガー;Pokémon;Darkness;229;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169307.jpg;ecard2
71;71;Rare Holo;;Démolosse;Houndoom;ヘルガー;Pokémon;Darkness;229;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169308.jpg;ecard2
72;72;Common;;Magneti;Magnemite;コイル;Pokémon;Metal;81;Shin-ichi Yoshida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169318.jpg;ecard2
73;73;Rare;;Magneton;Magneton;レアコイル;Pokémon;Metal;82;Hikaru Koike;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169319.jpg;ecard2
74;74;Rare Holo;;Magneton;Magneton;レアコイル;Pokémon;Metal;82;Hikaru Koike;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169320.jpg;ecard2
75;75;Uncommon;;Garde faiblesse;Weakness Guard;ウィークカバー;Trainer;NoColor;;Jungo Suzuki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169361.jpg;ecard2
76;76;Uncommon;;Super Suppression d'énergie 2;Super Energy Removal 2;超エネルギーリムーブ2;Trainer;NoColor;;Keiji Kinebuchi;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/981e4cf0d44611e592d13f4459266430/energy%20rimabu.jpg;ecard2
77;77;Uncommon;;Superviseur;Seer;サイキッカー;Trainer;NoColor;;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169342.jpg;ecard2
78;78;Uncommon;;Volontaires de la ville;Town Volunteers;ポケモンだいすきクラブ;Trainer;NoColor;;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169332.jpg;ecard2
79;79;Uncommon;;Fan Club Pokémon;Pokémon Fan Club;町のボランティア;Trainer;NoColor;;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169354.jpg;ecard2
80;80;Uncommon;;Cube Plante 01;Grass Cube 01;グラスキューブ01;Trainer;NoColor;;Big Mama Tagawa;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169299.jpg;ecard2
81;81;Uncommon;;Cube de Feu 01;Fire Cube 01;ファイヤーキューブ01;Trainer;NoColor;;Big Mama Tagawa;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169296.jpg;ecard2
82;82;Uncommon;;Cube d'Eau 01;Water Cube 01;ウォーターキューブ01;Trainer;NoColor;;Big Mama Tagawa;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169360.jpg;ecard2
83;83;Uncommon;;Cube Electrik 01;Lightning Cube 01;ライトニングキューブ01;Trainer;NoColor;;Big Mama Tagawa;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169316.jpg;ecard2
84;84;Uncommon;;Cube Psy 01;Psychic Cube 01;サイキックキューブ01;Trainer;NoColor;;Big Mama Tagawa;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169337.jpg;ecard2
85;85;Uncommon;;Cube de Combat 01;Fighting Cube 01;ファイティングキューブ01;Trainer;NoColor;;Big Mama Tagawa;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169295.jpg;ecard2
86;86;Uncommon;;Cube d'Obscurité 01;Darkness Cube 01;ダークネスキューブ01;Trainer;NoColor;;Big Mama Tagawa;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169284.jpg;ecard2
87;87;Uncommon;;Cube de Métal 01;Metal Cube 01;メタルキューブ０１;Trainer;NoColor;;Big Mama Tagawa;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169323.jpg;ecard2
88;88;Uncommon;;Parc Pokémon;Pokémon Park;ポケモンパーク;Trainer;NoColor;;Kazuo Yazawa;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169333.jpg;ecard2
89;89;Uncommon;;Centrale d'énergie;Power Plant;無人変電所;Trainer;NoColor;;Kai Ishikawa;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169336.jpg;ecard2
90;90;Uncommon;;Énergie Obscurité;Darkness Energy;悪エネルギー;Energy;NoColor;;Milky Isobe;https://res.cloudinary.com/dkhwpritu/image/upload/v1587842696/modifs/Capture_d_e%CC%81cran_2020-04-25_a%CC%80_21.23.08.png;ecard2
91;91;Uncommon;;Énergie Métal;Metal Energy;鋼エネルギー;Energy;NoColor;;Milky Isobe;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169324.jpg;ecard2
92;92;Uncommon;;Énergie Multicolore;Rainbow Energy;レインボーエネルギー;Energy;NoColor;;Takumi Akabane;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1459830.jpg;ecard2
