rank;number;rarety_type;ultra_type;fr_name;en_name;jap_name;super_type;energy;pokedex_number;artist;jap_url;list
11;11;Rare Holo;;Empiflor;Victreebel;ウツボット;Pokémon;Grass;71;Miki Tanaka;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/d50aac80d99111e596a2973dca23316e/011.jpg;ecard3
12;12;Common;;Noeunoeuf;Exeggcute;タマタマ;Pokémon;Grass;102;Yukiko Baba;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169527.jpg;ecard3
13;13;Rare;;Noadkoko;Exeggutor;ナッシー;Pokémon;Grass;103;Yukiko Baba;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169529.jpg;ecard3
14;14;Rare Holo;;Noadkoko;Exeggutor;ナッシー;Pokémon;Grass;103;Yukiko Baba;https://i2.wp.com/www.poke-spot.com/wp-content/uploads/exeggutor-holo-1st_expedition.jpg?fit=700%2C990&ssl=1;ecard3
15;15;Common;;Saquedeneu;Tangela;モンジャラ;Pokémon;Grass;114;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169584.jpg;ecard3
16;16;Common;;Insécateur;Scyther;ストライク;Pokémon;Grass;123;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169571.jpg;ecard3
17;17;Common;;Insécateur;Scyther;ストライク;Pokémon;Grass;123;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169572.jpg;ecard3
18;18;Common;;Scarabrute;Pinsir;カイロス;Pokémon;Grass;127;Toshinao Aoki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169563.jpg;ecard3
19;19;Rare;;Joliflor;Bellossom;キレイハナ;Pokémon;Grass;182;Sumiyoshi Kizuki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169513.jpg;ecard3
20;20;Rare Holo;;Joliflor;Bellossom;キレイハナ;Pokémon;Grass;182;Sumiyoshi Kizuki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1148440.jpg;ecard3
21;21;Common;;Goupix;Vulpix;ロコン;Pokémon;Fire;37;Keiko Fukuyama;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169597.jpg;ecard3
22;22;Rare;;Feunard;Ninetales;キュウコン;Pokémon;Fire;38;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169555.jpg;ecard3
23;23;Rare Holo;;Feunard;Ninetales;キュウコン;Pokémon;Fire;38;Kagemaru Himeno;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/a0640fc0d98811e5a7799518ac33f822/023.jpg;ecard3
24;24;Common;;Ponyta;Ponyta;ポニータ;Pokémon;Fire;77;Shin-ichi Yoshida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169564.jpg;ecard3
25;25;Uncommon;;Galopa;Rapidash;ギャロップ;Pokémon;Fire;78;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169567.jpg;ecard3
26;26;Rare;;Entei;Entei;エンテイ;Pokémon;Fire;244;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169525.jpg;ecard3
27;27;Rare Holo;;Entei;Entei;エンテイ;Pokémon;Fire;244;Atsuko Nishida;https://i1.wp.com/www.poke-spot.com/wp-content/uploads/entei-holo-japanese_aquapolis.jpg?fit=700%2C990&ssl=1;ecard3
28;28;Common;;Tentacool;Tentacool;メノクラゲ;Pokémon;Water;72;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169585.jpg;ecard3
29;29;Rare;;Tentacruel;Tentacruel;ドククラゲ;Pokémon;Water;73;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169586.jpg;ecard3
30;30;Rare Holo;;Tentacruel;Tentacruel;ドククラゲ;Pokémon;Water;73;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169587.jpg;ecard3
31;31;Common;;Ramoloss;Slowpoke;ヤドン;Pokémon;Water;79;Aya Kusube;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169578.jpg;ecard3
32;32;Uncommon;;Flagadoss;Slowbro;ヤドラン;Pokémon;Water;80;Aya Kusube;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169575.jpg;ecard3
33;33;Common;;Hypotrempe;Horsea;タッツー;Pokémon;Water;116;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169537.jpg;ecard3
34;34;Common;;Hypotrempe;Horsea;タッツー;Pokémon;Water;116;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169538.jpg;ecard3
35;35;Common;;Hypocéan;Seadra;シードラ;Pokémon;Water;117;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169573.jpg;ecard3
36;36;Common;;Loupio;Chinchou;チョンチー;Pokémon;Water;170;Yuka Morii;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169518.jpg;ecard3
37;37;Uncommon;;Lanturn;Lanturn;ランターン;Pokémon;Water;171;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169545.jpg;ecard3
38;38;Common;;Remoraid;Remoraid;テッポウオ;Pokémon;Water;223;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169568.jpg;ecard3
