rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Rare Holo;;Armaldo;Armaldo δ;Pokémon;Fighting;348;Masakazu Fukuda;https://www.pokepedia.fr/images/thumb/8/8e/Carte_EX_Fantômes_Holon_1.png/429px-Carte_EX_Fantômes_Holon_1.png;https://images.pokemontcg.io/ex13/1_hires.png;ex13
2;2;Rare Holo;;Vacilys;Cradily δ;Pokémon;Darkness;346;Kouki Saitou;https://www.pokepedia.fr/images/thumb/d/d5/Carte_EX_Fantômes_Holon_2.png/426px-Carte_EX_Fantômes_Holon_2.png;https://images.pokemontcg.io/ex13/2_hires.png;ex13
3;3;Rare Holo;;Deoxys;Deoxys δ;Pokémon;Darkness;386;Mitsuhiro Arita;https://www.pokepedia.fr/images/thumb/4/43/Carte_EX_Fantômes_Holon_3.png/424px-Carte_EX_Fantômes_Holon_3.png;https://images.pokemontcg.io/ex13/3_hires.png;ex13
4;4;Rare Holo;;Deoxys;Deoxys δ;Pokémon;Metal;386;Kagemaru Himeno;https://www.pokepedia.fr/images/thumb/9/91/Carte_EX_Fantômes_Holon_4.png/426px-Carte_EX_Fantômes_Holon_4.png;https://images.pokemontcg.io/ex13/4_hires.png;ex13
5;5;Rare Holo;;Deoxys;Deoxys δ;Pokémon;Colorless;386;Kouki Saitou;https://www.pokepedia.fr/images/thumb/f/f7/Carte_EX_Fantômes_Holon_5.png/422px-Carte_EX_Fantômes_Holon_5.png;https://images.pokemontcg.io/ex13/5_hires.png;ex13
6;6;Rare Holo;;Deoxys;Deoxys δ;Pokémon;Lightning;386;Masakazu Fukuda;https://www.pokepedia.fr/images/thumb/b/ba/Carte_EX_Fantômes_Holon_6.png/427px-Carte_EX_Fantômes_Holon_6.png;https://images.pokemontcg.io/ex13/6_hires.png;ex13
7;7;Rare Holo;;Libégon;Flygon δ;Pokémon;Grass;330;Kagemaru Himeno;https://www.pokepedia.fr/images/thumb/c/c2/Carte_EX_Fantômes_Holon_7.png/425px-Carte_EX_Fantômes_Holon_7.png;https://images.pokemontcg.io/ex13/7_hires.png;ex13
8;8;Rare Holo;;Léviator;Gyarados δ;Pokémon;Lightning;130;Hajime Kusajima;https://www.pokepedia.fr/images/thumb/a/aa/Carte_EX_Fantômes_Holon_8.png/429px-Carte_EX_Fantômes_Holon_8.png;https://images.pokemontcg.io/ex13/8_hires.png;ex13
9;9;Rare Holo;;Kabutops;Kabutops δ;Pokémon;Lightning;141;Masakazu Fukuda;https://www.pokepedia.fr/images/thumb/e/eb/Carte_EX_Fantômes_Holon_9.png/413px-Carte_EX_Fantômes_Holon_9.png;https://images.pokemontcg.io/ex13/9_hires.png;ex13
10;10;Rare Holo;;Hyporoi;Kingdra δ;Pokémon;Fire;230;Masakazu Fukuda;https://www.pokepedia.fr/images/thumb/0/06/Carte_EX_Fantômes_Holon_10.png/423px-Carte_EX_Fantômes_Holon_10.png;https://images.pokemontcg.io/ex13/10_hires.png;ex13
