rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Rare Holo;;Cacturne de Team Aqua;Team Aqua's Cacturne;Pokémon;Grass;332;K. Utsunomiya;https://www.pokepedia.fr/images/thumb/b/bf/Carte_EX_Team_Magma_VS_Team_Aqua_1.png/424px-Carte_EX_Team_Magma_VS_Team_Aqua_1.png;https://images.pokemontcg.io/ex4/1_hires.png;ex4
2;2;Rare Holo;;Colhomard de Team Aqua;Team Aqua's Crawdaunt;Pokémon;Water;342;Nakaoka;https://www.pokepedia.fr/images/thumb/4/47/Carte_EX_Team_Magma_VS_Team_Aqua_2.png/427px-Carte_EX_Team_Magma_VS_Team_Aqua_2.png;https://images.pokemontcg.io/ex4/2_hires.png;ex4
3;3;Rare Holo;;Kyogre de Team Aqua;Team Aqua's Kyogre;Pokémon;Water;382;K. Hoshiba;https://www.pokepedia.fr/images/thumb/f/f2/Carte_EX_Team_Magma_VS_Team_Aqua_3.png/430px-Carte_EX_Team_Magma_VS_Team_Aqua_3.png;https://images.pokemontcg.io/ex4/3_hires.png;ex4
4;4;Rare Holo;;Elecsprint de Team Aqua;Team Aqua's Manectric;Pokémon;Lightning;310;K. Utsunomiya;https://www.pokepedia.fr/images/thumb/f/f4/Carte_EX_Team_Magma_VS_Team_Aqua_4.png/426px-Carte_EX_Team_Magma_VS_Team_Aqua_4.png;https://images.pokemontcg.io/ex4/4_hires.png;ex4
5;5;Rare Holo;;Sharpedo de Team Aqua;Team Aqua's Sharpedo;Pokémon;Water;319;Katsura Tabata;https://www.pokepedia.fr/images/thumb/f/fb/Carte_EX_Team_Magma_VS_Team_Aqua_5.png/430px-Carte_EX_Team_Magma_VS_Team_Aqua_5.png;https://images.pokemontcg.io/ex4/5_hires.png;ex4
6;6;Rare Holo;;Kaimorse de Team Aqua;Team Aqua's Walrein;Pokémon;Water;365;Ken Ikuji;https://www.pokepedia.fr/images/thumb/4/48/Carte_EX_Team_Magma_VS_Team_Aqua_6.png/426px-Carte_EX_Team_Magma_VS_Team_Aqua_6.png;https://images.pokemontcg.io/ex4/6_hires.png;ex4
7;7;Rare Holo;;Galeking de Team Magma;Team Magma's Aggron;Pokémon;Fighting;306;Hiromichi Sugiyama;https://www.pokepedia.fr/images/thumb/5/56/Carte_EX_Team_Magma_VS_Team_Aqua_7.png/428px-Carte_EX_Team_Magma_VS_Team_Aqua_7.png;https://images.pokemontcg.io/ex4/7_hires.png;ex4
8;8;Rare Holo;;Kaorine de Team Magma;Team Magma's Claydol;Pokémon;Psychic;344;Zu-Ka;https://www.pokepedia.fr/images/thumb/f/fb/Carte_EX_Team_Magma_VS_Team_Aqua_8.png/425px-Carte_EX_Team_Magma_VS_Team_Aqua_8.png;https://images.pokemontcg.io/ex4/8_hires.png;ex4
9;9;Rare Holo;;Groudon de Team Magma;Team Magma's Groudon;Pokémon;Fighting;383;Kazuo Yazawa;https://www.pokepedia.fr/images/thumb/9/96/Carte_EX_Team_Magma_VS_Team_Aqua_9.png/432px-Carte_EX_Team_Magma_VS_Team_Aqua_9.png;https://images.pokemontcg.io/ex4/9_hires.png;ex4
10;10;Rare Holo;;Démolosse de Team Magma;Team Magma's Houndoom;Pokémon;Fire;229;Ken Ikuji;https://www.pokepedia.fr/images/thumb/3/35/Carte_EX_Team_Magma_VS_Team_Aqua_10.png/428px-Carte_EX_Team_Magma_VS_Team_Aqua_10.png;https://images.pokemontcg.io/ex4/10_hires.png;ex4
