rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Rare Holo;;Galeking;Aggron;Pokémon;Metal;306;Mitsuhiro Arita;https://www.pokepedia.fr/images/e/e3/Carte_EX_Rubis_%26_Saphir_1.png;https://images.pokemontcg.io/ex1/1_hires.png;ex1
2;2;Rare Holo;;Charmillon;Beautifly;Pokémon;Grass;267;Hajime Kusajima;https://www.pokepedia.fr/images/thumb/2/23/Carte_EX_Rubis_%26_Saphir_2.png/426px-Carte_EX_Rubis_%26_Saphir_2.png;https://images.pokemontcg.io/ex1/2_hires.png;ex1
3;3;Rare Holo;;Brasegali;Blaziken;Pokémon;Fire;257;Kouki Saitou;https://www.pokepedia.fr/images/thumb/b/be/Carte_EX_Rubis_%26_Saphir_3.png/413px-Carte_EX_Rubis_%26_Saphir_3.png;https://images.pokemontcg.io/ex1/3_hires.png;ex1
4;4;Rare Holo;;Camerupt;Camerupt;Pokémon;Fire;323;Ken Sugimori;https://www.pokepedia.fr/images/thumb/6/60/Carte_EX_Rubis_%26_Saphir_4.png/421px-Carte_EX_Rubis_%26_Saphir_4.png;https://images.pokemontcg.io/ex1/4_hires.png;ex1
5;5;Rare Holo;;Delcatty;Delcatty;Pokémon;Colorless;301;Atsuko Nishida;https://www.pokepedia.fr/images/thumb/d/dd/Carte_EX_Rubis_%26_Saphir_5.png/423px-Carte_EX_Rubis_%26_Saphir_5.png;https://images.pokemontcg.io/ex1/5_hires.png;ex1
6;6;Rare Holo;;Papinox;Dustox;Pokémon;Grass;269;Midori Harada;https://www.pokepedia.fr/images/thumb/c/ca/Carte_EX_Rubis_%26_Saphir_6.png/425px-Carte_EX_Rubis_%26_Saphir_6.png;https://images.pokemontcg.io/ex1/6_hires.png;ex1
7;7;Rare Holo;;Gardevoir;Gardevoir;Pokémon;Psychic;282;Ken Sugimori;https://www.pokepedia.fr/images/3/3f/Carte_EX_Rubis_%26_Saphir_7.png;https://images.pokemontcg.io/ex1/7_hires.png;ex1
8;8;Rare Holo;;Hariyama;Hariyama;Pokémon;Fighting;297;Naoyo Kimura;https://www.pokepedia.fr/images/thumb/d/d4/Carte_EX_Rubis_%26_Saphir_8.png/429px-Carte_EX_Rubis_%26_Saphir_8.png;https://images.pokemontcg.io/ex1/8_hires.png;ex1
9;9;Rare Holo;;Elecsprint;Manectric;Pokémon;Lightning;310;Mitsuhiro Arita;https://www.pokepedia.fr/images/thumb/8/89/Carte_EX_Rubis_%26_Saphir_9.png/427px-Carte_EX_Rubis_%26_Saphir_9.png;https://images.pokemontcg.io/ex1/9_hires.png;ex1
10;10;Rare Holo;;Grahyena;Mightyena;Pokémon;Darkness;262;Atsuko Nishida;https://www.pokepedia.fr/images/thumb/6/6d/Carte_EX_Rubis_%26_Saphir_10.png/430px-Carte_EX_Rubis_%26_Saphir_10.png;https://images.pokemontcg.io/ex1/10_hires.png;ex1
11;11;Rare Holo;;Jungko;Sceptile;Pokémon;Grass;254;Midori Harada;https://www.pokepedia.fr/images/thumb/c/c0/Carte_EX_Rubis_%26_Saphir_11.png/428px-Carte_EX_Rubis_%26_Saphir_11.png;https://images.pokemontcg.io/ex1/11_hires.png;ex1
12;12;Rare Holo;;Monaflemit;Slaking;Pokémon;Colorless;289;Ken Sugimori;https://www.pokepedia.fr/images/thumb/7/70/Carte_EX_Rubis_%26_Saphir_12.png/413px-Carte_EX_Rubis_%26_Saphir_12.png;https://images.pokemontcg.io/ex1/12_hires.png;ex1
