rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Rare Holo;;Armaldo;Armaldo;Pokémon;Fighting;348;Mitsuhiro Arita;https://www.pokepedia.fr/images/thumb/1/15/Carte_EX_Tempête_de_sable_1.png/439px-Carte_EX_Tempête_de_sable_1.png;https://images.pokemontcg.io/ex2/1_hires.png;ex2
2;2;Rare Holo;;Cacturne;Cacturne;Pokémon;Grass;332;Atsuko Nishida;https://www.pokepedia.fr/images/thumb/b/bf/Carte_EX_Tempête_de_sable_2.png/429px-Carte_EX_Tempête_de_sable_2.png;https://images.pokemontcg.io/ex2/2_hires.png;ex2
3;3;Rare Holo;;Vacilys;Cradily;Pokémon;Grass;346;Midori Harada;https://www.pokepedia.fr/images/thumb/3/3a/Carte_EX_Tempête_de_sable_3.png/426px-Carte_EX_Tempête_de_sable_3.png;https://images.pokemontcg.io/ex2/3_hires.png;ex2
4;4;Rare Holo;;Teraclope;Dusclops;Pokémon;Psychic;356;Midori Harada;https://www.pokepedia.fr/images/thumb/8/8c/Carte_EX_Tempête_de_sable_4.png/430px-Carte_EX_Tempête_de_sable_4.png;https://images.pokemontcg.io/ex2/4_hires.png;ex2
5;5;Rare Holo;;Pyroli;Flareon;Pokémon;Fire;136;Midori Harada;https://www.pokepedia.fr/images/thumb/e/ef/Carte_EX_Tempête_de_sable_5.png/430px-Carte_EX_Tempête_de_sable_5.png;https://images.pokemontcg.io/ex2/5_hires.png;ex2
6;6;Rare Holo;;Voltali;Jolteon;Pokémon;Lightning;135;Atsuko Nishida;https://www.pokepedia.fr/images/thumb/6/6f/Carte_EX_Tempête_de_sable_6.png/432px-Carte_EX_Tempête_de_sable_6.png;https://images.pokemontcg.io/ex2/6_hires.png;ex2
7;7;Rare Holo;;Ludicolo;Ludicolo;Pokémon;Water;272;Tomokazu Komiya;https://www.pokepedia.fr/images/thumb/9/95/Carte_EX_Tempête_de_sable_7.png/433px-Carte_EX_Tempête_de_sable_7.png;https://images.pokemontcg.io/ex2/7_hires.png;ex2
8;8;Rare Holo;;Séléroc;Lunatone;Pokémon;Psychic;337;Hajime Kusajima;https://www.pokepedia.fr/images/thumb/1/1f/Carte_EX_Tempête_de_sable_8.png/442px-Carte_EX_Tempête_de_sable_8.png;https://images.pokemontcg.io/ex2/8_hires.png;ex2
9;9;Rare Holo;;Mysdibule;Mawile;Pokémon;Metal;303;Mitsuhiro Arita;https://www.pokepedia.fr/images/thumb/5/51/Carte_EX_Tempête_de_sable_9.png/424px-Carte_EX_Tempête_de_sable_9.png;https://images.pokemontcg.io/ex2/9_hires.png;ex2
10;10;Rare Holo;;Ténéfix;Sableye;Pokémon;Darkness;302;Hajime Kusajima;https://www.pokepedia.fr/images/thumb/2/25/Carte_EX_Tempête_de_sable_10.png/436px-Carte_EX_Tempête_de_sable_10.png;https://images.pokemontcg.io/ex2/10_hires.png;ex2
11;11;Rare Holo;;Seviper;Seviper;Pokémon;Grass;336;Hajime Kusajima;https://www.pokepedia.fr/images/thumb/f/f9/Carte_EX_Tempête_de_sable_11.png/422px-Carte_EX_Tempête_de_sable_11.png;https://images.pokemontcg.io/ex2/11_hires.png;ex2
12;12;Rare Holo;;Tengalice;Shiftry;Pokémon;Grass;275;Atsuko Nishida;https://www.pokepedia.fr/images/thumb/4/40/Carte_EX_Tempête_de_sable_12.png/445px-Carte_EX_Tempête_de_sable_12.png;https://images.pokemontcg.io/ex2/12_hires.png;ex2
13;13;Rare Holo;;Solaroc;Solrock;Pokémon;Fighting;338;Hajime Kusajima;https://www.pokepedia.fr/images/thumb/0/0e/Carte_EX_Tempête_de_sable_13.png/434px-Carte_EX_Tempête_de_sable_13.png;https://images.pokemontcg.io/ex2/13_hires.png;ex2
14;14;Rare Holo;;Mangriff;Zangoose;Pokémon;Colorless;335;Kagemaru Himeno;https://www.pokepedia.fr/images/thumb/c/c4/Carte_EX_Tempête_de_sable_14.png/428px-Carte_EX_Tempête_de_sable_14.png;https://images.pokemontcg.io/ex2/14_hires.png;ex2
15;15;Rare;;Arcanin;Arcanine;Pokémon;Fire;59;Hajime Kusajima;https://www.pokepedia.fr/images/thumb/3/3c/Carte_EX_Tempête_de_sable_15.png/425px-Carte_EX_Tempête_de_sable_15.png;https://images.pokemontcg.io/ex2/15_hires.png;ex2
16;16;Rare;;Mentali;Espeon;Pokémon;Psychic;196;Mitsuhiro Arita;https://www.pokepedia.fr/images/thumb/3/39/Carte_EX_Tempête_de_sable_16.png/429px-Carte_EX_Tempête_de_sable_16.png;https://images.pokemontcg.io/ex2/16_hires.png;ex2
