rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Rare Holo;;Altaria;Altaria;Pokémon;Colorless;334;Kyoko Umemoto;https://www.pokepedia.fr/images/thumb/a/a8/Carte_EX_Deoxys_1.png/426px-Carte_EX_Deoxys_1.png;https://images.pokemontcg.io/ex8/1_hires.png;ex8
2;2;Rare Holo;;Charmillon;Beautifly;Pokémon;Grass;267;Kagemaru Himeno;https://www.pokepedia.fr/images/thumb/f/fb/Carte_EX_Deoxys_2.png/425px-Carte_EX_Deoxys_2.png;https://images.pokemontcg.io/ex8/2_hires.png;ex8
3;3;Rare Holo;;Chapignon;Breloom;Pokémon;Fighting;286;Hajime Kusajima;https://www.pokepedia.fr/images/thumb/e/e4/Carte_EX_Deoxys_3.png/435px-Carte_EX_Deoxys_3.png;https://images.pokemontcg.io/ex8/3_hires.png;ex8
4;4;Rare Holo;;Camerupt;Camerupt;Pokémon;Fire;323;Tomokazu Komiya;https://www.pokepedia.fr/images/thumb/0/06/Carte_EX_Deoxys_4.png/435px-Carte_EX_Deoxys_4.png;https://images.pokemontcg.io/ex8/4_hires.png;ex8
5;5;Rare Holo;;Kaorine;Claydol;Pokémon;Fighting;344;Hajime Kusajima;https://www.pokepedia.fr/images/c/c5/Carte_EX_Deoxys_5.png;https://images.pokemontcg.io/ex8/5_hires.png;ex8
6;6;Rare Holo;;Colhomard;Crawdaunt;Pokémon;Darkness;342;Tomoko Wakai;https://www.pokepedia.fr/images/4/42/Carte_EX_Deoxys_6.png;https://images.pokemontcg.io/ex8/6_hires.png;ex8
7;7;Rare Holo;;Teraclope;Dusclops;Pokémon;Psychic;356;Tomoko Wakai;https://www.pokepedia.fr/images/thumb/7/70/Carte_EX_Deoxys_7.png/427px-Carte_EX_Deoxys_7.png;https://images.pokemontcg.io/ex8/7_hires.png;ex8
8;8;Rare Holo;;Léviator;Gyarados;Pokémon;Water;130;Hisao Nakamura;https://www.pokepedia.fr/images/thumb/b/b7/Carte_EX_Deoxys_8.png/413px-Carte_EX_Deoxys_8.png;https://images.pokemontcg.io/ex8/8_hires.png;ex8
9;9;Rare Holo;;Jirachi;Jirachi;Pokémon;Metal;385;Sumiyoshi Kizuki;https://www.pokepedia.fr/images/thumb/1/1f/Carte_EX_Deoxys_9.png/425px-Carte_EX_Deoxys_9.png;https://images.pokemontcg.io/ex8/9_hires.png;ex8
10;10;Rare Holo;;Ludicolo;Ludicolo;Pokémon;Water;272;Atsuko Nishida;https://www.pokepedia.fr/images/thumb/4/4f/Carte_EX_Deoxys_10.png/423px-Carte_EX_Deoxys_10.png;https://images.pokemontcg.io/ex8/10_hires.png;ex8
11;11;Rare Holo;;Metalosse;Metagross;Pokémon;Psychic;376;Hisao Nakamura;https://www.pokepedia.fr/images/thumb/b/b5/Carte_EX_Deoxys_11.png/430px-Carte_EX_Deoxys_11.png;https://images.pokemontcg.io/ex8/11_hires.png;ex8
