rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Rare Holo;;Dardargnan;Beedrill δ;Pokémon;Grass;15;Masakazu Fukuda;https://www.pokepedia.fr/images/thumb/c/cc/Carte_EX_Espèces_Delta_1.png/425px-Carte_EX_Espèces_Delta_1.png;https://images.pokemontcg.io/ex11/1_hires.png;ex11
2;2;Rare Holo;;Nostenfer;Crobat δ;Pokémon;Grass;169;Ryo Ueda;https://www.pokepedia.fr/images/thumb/8/82/Carte_EX_Espèces_Delta_2.png/423px-Carte_EX_Espèces_Delta_2.png;https://images.pokemontcg.io/ex11/2_hires.png;ex11
3;3;Rare Holo;;Dracolosse;Dragonite δ;Pokémon;Lightning;149;Ryo Ueda;https://www.pokepedia.fr/images/thumb/f/f2/Carte_EX_Espèces_Delta_3.png/431px-Carte_EX_Espèces_Delta_3.png;https://images.pokemontcg.io/ex11/3_hires.png;ex11
4;4;Rare Holo;;Mentali;Espeon δ;Pokémon;Psychic;196;Ryo Ueda;https://www.pokepedia.fr/images/thumb/7/7b/Carte_EX_Espèces_Delta_4.png/413px-Carte_EX_Espèces_Delta_4.png;https://images.pokemontcg.io/ex11/4_hires.png;ex11
5;5;Rare Holo;;Pyroli;Flareon δ;Pokémon;Fire;136;Kouki Saitou;https://www.pokepedia.fr/images/thumb/8/89/Carte_EX_Espèces_Delta_5.png/428px-Carte_EX_Espèces_Delta_5.png;https://images.pokemontcg.io/ex11/5_hires.png;ex11
6;6;Rare Holo;;Gardevoir;Gardevoir δ;Pokémon;Psychic;282;Mitsuhiro Arita;https://www.pokepedia.fr/images/thumb/f/f3/Carte_EX_Espèces_Delta_6.png/426px-Carte_EX_Espèces_Delta_6.png;https://images.pokemontcg.io/ex11/6_hires.png;ex11
7;7;Rare Holo;;Voltali;Jolteon δ;Pokémon;Lightning;135;Kouki Saitou;https://www.pokepedia.fr/images/thumb/1/10/Carte_EX_Espèces_Delta_7.png/426px-Carte_EX_Espèces_Delta_7.png;https://images.pokemontcg.io/ex11/7_hires.png;ex11
8;8;Rare Holo;;Latias;Latias δ;Pokémon;Lightning;380;Ryo Ueda;https://www.pokepedia.fr/images/thumb/0/03/Carte_EX_Espèces_Delta_8.png/425px-Carte_EX_Espèces_Delta_8.png;https://images.pokemontcg.io/ex11/8_hires.png;ex11
9;9;Rare Holo;;Latios;Latios δ;Pokémon;Lightning;381;Ryo Ueda;https://www.pokepedia.fr/images/thumb/3/32/Carte_EX_Espèces_Delta_9.png/430px-Carte_EX_Espèces_Delta_9.png;https://images.pokemontcg.io/ex11/9_hires.png;ex11
10;10;Rare Holo;;Ossatueur;Marowak δ;Pokémon;Fighting;105;Hajime Kusajima;https://www.pokepedia.fr/images/thumb/8/8d/Carte_EX_Espèces_Delta_10.png/429px-Carte_EX_Espèces_Delta_10.png;https://images.pokemontcg.io/ex11/10_hires.png;ex11
