rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Rare Holo;;Brasegali;Blaziken;Pokémon;Fire;257;Kagemaru Himeno;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_1.png;https://images.pokemontcg.io/dp4/1.png;dp4
2;2;Rare Holo;;Cresselia;Cresselia;Pokémon;Psychic;488;Ryo Ueda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_2.png;https://images.pokemontcg.io/dp4/2.png;dp4
3;3;Rare Holo;;Darkrai;Darkrai;Pokémon;Darkness;491;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_3.png;https://images.pokemontcg.io/dp4/3.png;dp4
4;4;Rare Holo;;Darkrai;Darkrai;Pokémon;Darkness;491;Ryo Ueda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_4.png;https://images.pokemontcg.io/dp4/4.png;dp4
5;5;Rare Holo;;Pachirisu;Pachirisu;Pokémon;Lightning;417;Hironobu Yoshida;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_5.png;https://images.pokemontcg.io/dp4/5.png;dp4
6;6;Rare Holo;;Porygon-Z;Porygon-Z;Pokémon;Colorless;474;Kent Kanetsuna;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_6.png;https://images.pokemontcg.io/dp4/6.png;dp4
7;7;Rare Holo;;Motisma;Rotom;Pokémon;Lightning;479;Daisuke Ito;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_7.png;https://images.pokemontcg.io/dp4/7.png;dp4
8;8;Rare Holo;;Jungko;Sceptile;Pokémon;Grass;254;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_8.png;https://images.pokemontcg.io/dp4/8.png;dp4
9;9;Rare Holo;;Laggron;Swampert;Pokémon;Water;260;Kouki Saitou;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_9.png;https://images.pokemontcg.io/dp4/9.png;dp4
10;10;Rare Holo;;Bouldeneu;Tangrowth;Pokémon;Grass;465;Kent Kanetsuna;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_10.png;https://images.pokemontcg.io/dp4/10.png;dp4
11;11;Rare Holo;;Togekiss;Togekiss;Pokémon;Colorless;468;Kent Kanetsuna;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_11.png;https://images.pokemontcg.io/dp4/11.png;dp4
12;12;Rare;;Altaria;Altaria;Pokémon;Colorless;334;Kagemaru Himeno;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_12.png;https://images.pokemontcg.io/dp4/12.png;dp4
13;13;Rare;;Dardargnan;Beedrill;Pokémon;Grass;15;Kouki Saitou;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_13.png;https://images.pokemontcg.io/dp4/13.png;dp4
14;14;Rare;;Papilusion;Butterfree;Pokémon;Grass;12;Sumiyoshi Kizuki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_14.png;https://images.pokemontcg.io/dp4/14.png;dp4
15;15;Rare;;Kaorine;Claydol;Pokémon;Fighting;344;Midori Harada;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_15.png;https://images.pokemontcg.io/dp4/15.png;dp4
16;16;Rare;;Dialga;Dialga;Pokémon;Metal;483;Daisuke Ito;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_16.png;https://images.pokemontcg.io/dp4/16.png;dp4
17;17;Rare;;Brouhabam;Exploud;Pokémon;Colorless;295;Daisuke Ito;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_17.png;https://images.pokemontcg.io/dp4/17.png;dp4
18;18;Rare;;Démolosse;Houndoom;Pokémon;Darkness;229;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/DP4/DP4_FR_18.png;https://images.pokemontcg.io/dp4/18.png;dp4
