rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Common;;Chétiflor;Bellsprout;Pokémon;Grass;69;Kanako Eo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_1.png;https://images.pokemontcg.io/xy3/1.png;xy3
2;2;Uncommon;;Boustiflor;Weepinbell;Pokémon;Grass;70;Mizue;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_2.png;https://images.pokemontcg.io/xy3/2.png;xy3
3;3;Rare Holo;;Empiflor;Victreebel;Pokémon;Grass;71;Sanosuke Sakuma;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_3.png;https://images.pokemontcg.io/xy3/3.png;xy3
4;4;Ultra;EX;Scarhino-EX;Heracross-EX;Pokémon;Grass;214;Eske Yoshinob;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_4.png;https://images.pokemontcg.io/xy3/4.png;xy3
5;5;Ultra;M EX;Méga Scarhino-EX;M Heracross-EX;Pokémon;Grass;214;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_5.png;https://images.pokemontcg.io/xy3/5.png;xy3
6;6;Common;;Balignon;Shroomish;Pokémon;Grass;285;Kyoko Umemoto;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_6.png;https://images.pokemontcg.io/xy3/6.png;xy3
7;7;Rare;;Phyllali;Leafeon;Pokémon;Grass;470;Naoyo Kimura;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_7.png;https://images.pokemontcg.io/xy3/7.png;xy3
8;8;Common;;Escargaume;Shelmet;Pokémon;Grass;616;sui;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_8.png;https://images.pokemontcg.io/xy3/8.png;xy3
9;9;Uncommon;;Limaspeed;Accelgor;Pokémon;Grass;617;Shin Nagasawa;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_9.png;https://images.pokemontcg.io/xy3/9.png;xy3
10;10;Common;;Magmar;Magmar;Pokémon;Fire;126;MAHOU;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_10.png;https://images.pokemontcg.io/xy3/10.png;xy3
11;11;Rare;;Maganon;Magmortar;Pokémon;Fire;467;PLANETA;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_11.png;https://images.pokemontcg.io/xy3/11.png;xy3
12;12;Common;;Poussifeu;Torchic;Pokémon;Fire;255;Sanosuke Sakuma;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_12.png;https://images.pokemontcg.io/xy3/12.png;xy3
13;13;Uncommon;;Galifeu;Combusken;Pokémon;Fire;256;Shin Nagasawa;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_13.png;https://images.pokemontcg.io/xy3/13.png;xy3
14;14;Rare Holo;;Brasegali;Blaziken;Pokémon;Fire;257;PLANETA;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_14.png;https://images.pokemontcg.io/xy3/14.png;xy3
15;15;Common;;Ptitard;Poliwag;Pokémon;Water;60;MAHOU;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_15.png;https://images.pokemontcg.io/xy3/15.png;xy3
16;16;Uncommon;;Têtarte;Poliwhirl;Pokémon;Water;61;Kanako Eo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY3/XY3_FR_16.png;https://images.pokemontcg.io/xy3/16.png;xy3
