rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Ultra;EX;Florizarre-EX;Venusaur-EX;Pokémon;Grass;3;Eske Yoshinob;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_1.png;https://images.pokemontcg.io/g1/1.png;g1
2;2;Ultra;M EX;Méga Florizarre-EX;M Venusaur-EX;Pokémon;Grass;3;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_2.png;https://images.pokemontcg.io/g1/2.png;g1
3;3;Common;;Chenipan;Caterpie;Pokémon;Grass;10;Sumiyoshi Kizuki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_3.png;https://images.pokemontcg.io/g1/3.png;g1
4;4;Uncommon;;Chrysacier;Metapod;Pokémon;Grass;11;kawayoo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_4.png;https://images.pokemontcg.io/g1/4.png;g1
5;5;Rare Holo;;Papilusion;Butterfree;Pokémon;Grass;12;miki kudo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_5.png;https://images.pokemontcg.io/g1/5.png;g1
6;6;Common;;Paras;Paras;Pokémon;Grass;46;Aya Kusube;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_6.png;https://images.pokemontcg.io/g1/6.png;g1
7;7;Rare;;Parasect;Parasect;Pokémon;Grass;47;Sumiyoshi Kizuki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_7.png;https://images.pokemontcg.io/g1/7.png;g1
8;8;Common;;Saquedeneu;Tangela;Pokémon;Grass;114;match;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_8.png;https://images.pokemontcg.io/g1/8.png;g1
9;9;Rare;;Scarabrute;Pinsir;Pokémon;Grass;127;Satoshi Shirai;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_9.png;https://images.pokemontcg.io/g1/9.png;g1
10;10;Ultra;EX;Phyllali-EX;Leafeon-EX;Pokémon;Grass;470;Naoki Saito;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_10.png;https://images.pokemontcg.io/g1/10.png;g1
11;11;Ultra;EX;Dracaufeu-EX;Charizard-EX;Pokémon;Fire;6;Eske Yoshinob;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_11.png;https://images.pokemontcg.io/g1/11.png;g1
12;12;Ultra;M EX;Méga Dracaufeu-EX;M Charizard-EX;Pokémon;Fire;6;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_12.png;https://images.pokemontcg.io/g1/12.png;g1
13;13;Ultra;EX;Feunard-EX;Ninetales-EX;Pokémon;Fire;38;Eske Yoshinob;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_13.png;https://images.pokemontcg.io/g1/13.png;g1
14;14;Common;;Ponyta;Ponyta;Pokémon;Fire;77;Tomokazu Komiya;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_14.png;https://images.pokemontcg.io/g1/14.png;g1
15;15;Rare;;Galopa;Rapidash;Pokémon;Fire;78;DemizuPosuka;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_15.png;https://images.pokemontcg.io/g1/15.png;g1
16;16;Common;;Magmar;Magmar;Pokémon;Fire;126;Hideki Ishikawa;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_16.png;https://images.pokemontcg.io/g1/16.png;g1
17;17;Ultra;EX;Tortank-EX;Blastoise-EX;Pokémon;Water;9;Eske Yoshinob;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_17.png;https://images.pokemontcg.io/g1/17.png;g1
18;18;Ultra;M EX;Méga Tortank-EX;M Blastoise-EX;Pokémon;Water;9;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_18.png;https://images.pokemontcg.io/g1/18.png;g1
19;19;Common;;Kokiyas;Shellder;Pokémon;Water;90;Naoyo Kimura;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_19.png;https://images.pokemontcg.io/g1/19.png;g1
20;20;Uncommon;;Crustabri;Cloyster;Pokémon;Water;91;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_20.png;https://images.pokemontcg.io/g1/20.png;g1
21;21;Common;;Krabby;Krabby;Pokémon;Water;98;kirisAki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_21.png;https://images.pokemontcg.io/g1/21.png;g1
22;22;Common;;Magicarpe;Magikarp;Pokémon;Water;129;Miki Tanaka;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_22.png;https://images.pokemontcg.io/g1/22.png;g1
23;23;Rare;;Léviator;Gyarados;Pokémon;Water;130;Shin Nagasawa;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_23.png;https://images.pokemontcg.io/g1/23.png;g1
24;24;Ultra;EX;Aquali-EX;Vaporeon-EX;Pokémon;Water;134;Naoki Saito;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_24.png;https://images.pokemontcg.io/g1/24.png;g1
25;25;Ultra;FA;Artikodin;Articuno;Pokémon;Water;144;Ryo Ueda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_25.png;https://images.pokemontcg.io/g1/25.png;g1
26;26;Common;;Pikachu;Pikachu;Pokémon;Lightning;25;Atsuko Nishida;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_26.png;https://images.pokemontcg.io/g1/26.png;g1
27;27;Rare Holo;;Raichu;Raichu;Pokémon;Lightning;26;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_27.png;https://images.pokemontcg.io/g1/27.png;g1
28;28;Ultra;EX;Voltali-EX;Jolteon-EX;Pokémon;Lightning;135;Naoki Saito;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_28.png;https://images.pokemontcg.io/g1/28.png;g1
29;29;Ultra;FA;Electhor;Zapdos;Pokémon;Lightning;145;Ryo Ueda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_29.png;https://images.pokemontcg.io/g1/29.png;g1
30;30;Common;;Nosférapti;Zubat;Pokémon;Lightning;41;match;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_30.png;https://images.pokemontcg.io/g1/30.png;g1
31;31;Uncommon;;Nosféralto;Golbat;Pokémon;Psychic;42;Kanako Eo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_31.png;https://images.pokemontcg.io/g1/31.png;g1
32;32;Common;;Ramoloss;Slowpoke;Pokémon;Psychic;79;Miki Tanaka;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/G1/G1_FR_32.png;https://images.pokemontcg.io/g1/32.png;g1
