rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Ultra;EX;Florizarre-EX;Venusaur-EX;Pokémon;Grass;3;Eske Yoshinob;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_1.png;https://images.pokemontcg.io/xy12/1.png;xy12
2;2;Ultra;M EX;Méga Florizarre-EX;M Venusaur-EX;Pokémon;Grass;3;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_2.png;https://images.pokemontcg.io/xy12/2.png;xy12
3;3;Common;;Chenipan;Caterpie;Pokémon;Grass;10;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_3.png;https://images.pokemontcg.io/xy12/3.png;xy12
4;4;Uncommon;;Chrysacier;Metapod;Pokémon;Grass;11;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_4.png;https://images.pokemontcg.io/xy12/4.png;xy12
5;5;Common;;Aspicot;Weedle;Pokémon;Grass;13;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_5.png;https://images.pokemontcg.io/xy12/5.png;xy12
6;6;Uncommon;;Coconfort;Kakuna;Pokémon;Grass;14;Keiji Kinebuchi;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_6.png;https://images.pokemontcg.io/xy12/6.png;xy12
7;7;Rare;;Dardargnan;Beedrill;Pokémon;Grass;15;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_7.png;https://images.pokemontcg.io/xy12/7.png;xy12
8;8;Common;;Saquedeneu;Tangela;Pokémon;Grass;114;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_8.png;https://images.pokemontcg.io/xy12/8.png;xy12
9;9;Common;;Salamèche;Charmander;Pokémon;Fire;4;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_9.png;https://images.pokemontcg.io/xy12/9.png;xy12
10;10;Uncommon;;Reptincel;Charmeleon;Pokémon;Fire;5;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_10.png;https://images.pokemontcg.io/xy12/10.png;xy12
11;11;Rare Holo;;Dracaufeu;Charizard;Pokémon;Fire;6;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_11.png;https://images.pokemontcg.io/xy12/11.png;xy12
12;12;Ultra;EX;Dracaufeu-EX;Charizard-EX;Pokémon;Fire;6;PLANETA;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_12.png;https://images.pokemontcg.io/xy12/12.png;xy12
13;13;Ultra;M EX;Méga Dracaufeu-EX;M Charizard-EX;Pokémon;Fire;6;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_13.png;https://images.pokemontcg.io/xy12/13.png;xy12
14;14;Common;;Goupix;Vulpix;Pokémon;Fire;37;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_14.png;https://images.pokemontcg.io/xy12/14.png;xy12
15;15;Rare Holo;;Feunard;Ninetales;Pokémon;Fire;38;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_15.png;https://images.pokemontcg.io/xy12/15.png;xy12
16;16;Ultra;TURBO;Feunard TURBO;Ninetales BREAK;Pokémon;Fire;38;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_16.png;https://images.pokemontcg.io/xy12/16.png;xy12
17;17;Common;;Caninos;Growlithe;Pokémon;Fire;58;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_17.png;https://images.pokemontcg.io/xy12/17.png;xy12
18;18;Rare;;Arcanin;Arcanine;Pokémon;Fire;59;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_18.png;https://images.pokemontcg.io/xy12/18.png;xy12
19;19;Common;;Ponyta;Ponyta;Pokémon;Fire;77;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_19.png;https://images.pokemontcg.io/xy12/19.png;xy12
20;20;Uncommon;;Magmar;Magmar;Pokémon;Fire;126;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_20.png;https://images.pokemontcg.io/xy12/20.png;xy12
21;21;Ultra;EX;Tortank-EX;Blastoise-EX;Pokémon;Water;9;Eske Yoshinob;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY12/XY12_FR_21.png;https://images.pokemontcg.io/xy12/21.png;xy12
