rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Common;;Paras;Paras;Pokémon;Grass;46;Hajime Kusajima;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_1.png;https://images.pokemontcg.io/xy8/1.png;xy8
2;2;Rare;;Parasect;Parasect;Pokémon;Grass;47;Sumiyoshi Kizuki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_2.png;https://images.pokemontcg.io/xy8/2.png;xy8
3;3;Uncommon;;Scarabrute;Pinsir;Pokémon;Grass;127;Satoshi Shirai;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_3.png;https://images.pokemontcg.io/xy8/3.png;xy8
4;4;Common;;Cacnéa;Cacnea;Pokémon;Grass;331;Yuka Morii;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_4.png;https://images.pokemontcg.io/xy8/4.png;xy8
5;5;Common;;Feuillajou;Pansage;Pokémon;Grass;511;Hajime Kusajima;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_5.png;https://images.pokemontcg.io/xy8/5.png;xy8
6;6;Rare;;Feuiloutan;Simisage;Pokémon;Grass;512;Kagemaru Himeno;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_6.png;https://images.pokemontcg.io/xy8/6.png;xy8
7;7;Common;;Marisson;Chespin;Pokémon;Grass;650;Megumi Mizutani;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_7.png;https://images.pokemontcg.io/xy8/7.png;xy8
8;8;Common;;Marisson;Chespin;Pokémon;Grass;650;Megumi Mizutani;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_8.png;https://images.pokemontcg.io/xy8/8.png;xy8
9;9;Common;;Marisson;Chespin;Pokémon;Grass;650;Kouki Saitou;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_9.png;https://images.pokemontcg.io/xy8/9.png;xy8
10;10;Uncommon;;Boguérisse;Quilladin;Pokémon;Grass;651;Miki Tanaka;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_10.png;https://images.pokemontcg.io/xy8/10.png;xy8
11;11;Rare Holo;;Blindépique;Chesnaught;Pokémon;Grass;652;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_11.png;https://images.pokemontcg.io/xy8/11.png;xy8
12;12;Ultra;TURBO;Blindépique TURBO;Chesnaught BREAK;Pokémon;Grass;652;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_12.png;https://images.pokemontcg.io/xy8/12.png;xy8
13;13;Common;;Lépidonille;Scatterbug;Pokémon;Grass;664;Sumiyoshi Kizuki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_13.png;https://images.pokemontcg.io/xy8/13.png;xy8
14;14;Uncommon;;Pérégrain;Spewpa;Pokémon;Grass;665;Saya Tsuruta;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_14.png;https://images.pokemontcg.io/xy8/14.png;xy8
15;15;Rare Holo;;Prismillon;Vivillon;Pokémon;Grass;666;Mizue;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_15.png;https://images.pokemontcg.io/xy8/15.png;xy8
16;16;Common;;Cabriolaine;Skiddo;Pokémon;Grass;672;Kanako Eo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_16.png;https://images.pokemontcg.io/xy8/16.png;xy8
17;17;Uncommon;;Chevroum;Gogoat;Pokémon;Grass;673;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_17.png;https://images.pokemontcg.io/xy8/17.png;xy8
18;18;Common;;Héricendre;Cyndaquil;Pokémon;Fire;155;Tomokazu Komiya;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_18.png;https://images.pokemontcg.io/xy8/18.png;xy8
19;19;Uncommon;;Feurisson;Quilava;Pokémon;Fire;156;Shin Nagasawa;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_19.png;https://images.pokemontcg.io/xy8/19.png;xy8
20;20;Rare Holo;;Typhlosion;Typhlosion;Pokémon;Fire;157;Megumi Mizutani;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_20.png;https://images.pokemontcg.io/xy8/20.png;xy8
21;21;Ultra;EX;Démolosse-EX;Houndoom-EX;Pokémon;Fire;229;Eske Yoshinob;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_21.png;https://images.pokemontcg.io/xy8/21.png;xy8
22;22;Ultra;M EX;Méga Démolosse-EX;M Houndoom-EX;Pokémon;Fire;229;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_22.png;https://images.pokemontcg.io/xy8/22.png;xy8
23;23;Common;;Flamajou;Pansear;Pokémon;Fire;513;sui;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_23.png;https://images.pokemontcg.io/xy8/23.png;xy8
24;24;Rare;;Flamoutan;Simisear;Pokémon;Fire;514;Ayaka Yoshida;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/XY8/XY8_FR_24.png;https://images.pokemontcg.io/xy8/24.png;xy8
