rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Common;;Arakdo;Surskit;Pokémon;Grass;283;Naoyo Kimura;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_1.png;https://images.pokemontcg.io/bw10/1.png;bw10
2;2;Rare;;Maskadra;Masquerain;Pokémon;Grass;284;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_2.png;https://images.pokemontcg.io/bw10/2.png;bw10
3;3;Uncommon;;Lilia;Lileep;Pokémon;Grass;345;Suwama Chiaki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_3.png;https://images.pokemontcg.io/bw10/3.png;bw10
4;4;Rare;;Vacilys;Cradily;Pokémon;Grass;346;kawayoo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_4.png;https://images.pokemontcg.io/bw10/4.png;bw10
5;5;Uncommon;;Tropius;Tropius;Pokémon;Grass;357;Shigenori Negishi;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_5.png;https://images.pokemontcg.io/bw10/5.png;bw10
6;6;Common;;Carabing;Karrablast;Pokémon;Grass;588;match;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_6.png;https://images.pokemontcg.io/bw10/6.png;bw10
7;7;Common;;Escargaume;Shelmet;Pokémon;Grass;616;Sumiyoshi Kizuki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_7.png;https://images.pokemontcg.io/bw10/7.png;bw10
8;8;Rare;;Limaspeed;Accelgor;Pokémon;Grass;617;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_8.png;https://images.pokemontcg.io/bw10/8.png;bw10
9;9;Ultra;EX;Viridium-EX;Virizion-EX;Pokémon;Grass;640;Ryo Ueda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_9.png;https://images.pokemontcg.io/bw10/9.png;bw10
10;10;Rare;;Genesect;Genesect;Pokémon;Grass;649;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_10.png;https://images.pokemontcg.io/bw10/10.png;bw10
11;11;Ultra;EX;Genesect-EX;Genesect-EX;Pokémon;Grass;649;Eske Yoshinob;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_11.png;https://images.pokemontcg.io/bw10/11.png;bw10
12;12;Common;;Pyronille;Larvesta;Pokémon;Fire;636;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_12.png;https://images.pokemontcg.io/bw10/12.png;bw10
13;13;Rare;;Pyrax;Volcarona;Pokémon;Fire;637;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_13.png;https://images.pokemontcg.io/bw10/13.png;bw10
14;14;Common;;Carapuce;Squirtle;Pokémon;Water;7;Akira Komayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_14.png;https://images.pokemontcg.io/bw10/14.png;bw10
15;15;Uncommon;;Carabaffe;Wartortle;Pokémon;Water;8;Akira Komayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW10/BW10_FR_15.png;https://images.pokemontcg.io/bw10/15.png;bw10
