rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Common;;Bulbizarre;Bulbasaur;Pokémon;Grass;1;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW5/BW5_FR_1.png;https://images.pokemontcg.io/bw5/1.png;bw5
2;2;Uncommon;;Herbizarre;Ivysaur;Pokémon;Grass;2;sui;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW5/BW5_FR_2.png;https://images.pokemontcg.io/bw5/2.png;bw5
3;3;Rare Holo;;Florizarre;Venusaur;Pokémon;Grass;3;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW5/BW5_FR_3.png;https://images.pokemontcg.io/bw5/3.png;bw5
4;4;Uncommon;;Insécateur;Scyther;Pokémon;Grass;123;Naoki Saito;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW5/BW5_FR_4.png;https://images.pokemontcg.io/bw5/4.png;bw5
5;5;Rare;;Vortente;Carnivine;Pokémon;Grass;455;Yukiko Baba;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW5/BW5_FR_5.png;https://images.pokemontcg.io/bw5/5.png;bw5
6;6;Rare;;Phyllali;Leafeon;Pokémon;Grass;470;Ryo Ueda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW5/BW5_FR_6.png;https://images.pokemontcg.io/bw5/6.png;bw5
7;7;Common;;Crabicoque;Dwebble;Pokémon;Grass;557;Akira Komayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW5/BW5_FR_7.png;https://images.pokemontcg.io/bw5/7.png;bw5
8;8;Uncommon;;Crabaraque;Crustle;Pokémon;Grass;558;Ryo Ueda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW5/BW5_FR_8.png;https://images.pokemontcg.io/bw5/8.png;bw5
9;9;Common;;Carabing;Karrablast;Pokémon;Grass;588;Kagemaru Himeno;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW5/BW5_FR_9.png;https://images.pokemontcg.io/bw5/9.png;bw5
10;10;Common;;Escargaume;Shelmet;Pokémon;Grass;616;Shigenori Negishi;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW5/BW5_FR_10.png;https://images.pokemontcg.io/bw5/10.png;bw5
11;11;Rare;;Limaspeed;Accelgor;Pokémon;Grass;617;Kouki Saitou;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW5/BW5_FR_11.png;https://images.pokemontcg.io/bw5/11.png;bw5
