rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Rare;;Scarabrute;Pinsir;Pokémon;Grass;127;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_1.png;https://images.pokemontcg.io/bw4/1.png;bw4
2;2;Common;;Grainipiot;Seedot;Pokémon;Grass;273;Kagemaru Himeno;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_2.png;https://images.pokemontcg.io/bw4/2.png;bw4
3;3;Common;;Crikzik;Kricketot;Pokémon;Grass;401;MAHOU;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_3.png;https://images.pokemontcg.io/bw4/3.png;bw4
4;4;Uncommon;;Melokrik;Kricketune;Pokémon;Grass;402;Naoyo Kimura;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_4.png;https://images.pokemontcg.io/bw4/4.png;bw4
5;5;Ultra;EX;Shaymin-EX;Shaymin-EX;Pokémon;Grass;492;Shizurow;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_5.png;https://images.pokemontcg.io/bw4/5.png;bw4
6;6;Common;;Feuillajou;Pansage;Pokémon;Grass;511;Megumi Mizutani;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_6.png;https://images.pokemontcg.io/bw4/6.png;bw4
7;7;Rare;;Feuiloutan;Simisage;Pokémon;Grass;512;kawayoo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_7.png;https://images.pokemontcg.io/bw4/7.png;bw4
8;8;Common;;Trompignon;Foongus;Pokémon;Grass;590;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_8.png;https://images.pokemontcg.io/bw4/8.png;bw4
9;9;Rare;;Gaulet;Amoonguss;Pokémon;Grass;591;Kouki Saitou;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_9.png;https://images.pokemontcg.io/bw4/9.png;bw4
10;10;Common;;Caninos;Growlithe;Pokémon;Fire;58;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_10.png;https://images.pokemontcg.io/bw4/10.png;bw4
11;11;Common;;Caninos;Growlithe;Pokémon;Fire;58;Mizue;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_11.png;https://images.pokemontcg.io/bw4/11.png;bw4
12;12;Rare;;Arcanin;Arcanine;Pokémon;Fire;59;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_12.png;https://images.pokemontcg.io/bw4/12.png;bw4
13;13;Uncommon;;Arcanin;Arcanine;Pokémon;Fire;59;Ryo Ueda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_13.png;https://images.pokemontcg.io/bw4/13.png;bw4
14;14;Rare Holo;;Sulfura;Moltres;Pokémon;Fire;146;Ryo Ueda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_14.png;https://images.pokemontcg.io/bw4/14.png;bw4
15;15;Common;;Flamajou;Pansear;Pokémon;Fire;513;James Turner;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_15.png;https://images.pokemontcg.io/bw4/15.png;bw4
16;16;Rare;;Flamoutan;Simisear;Pokémon;Fire;514;Kouki Saitou;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_16.png;https://images.pokemontcg.io/bw4/16.png;bw4
17;17;Common;;Darumarond;Darumaka;Pokémon;Fire;554;Atsuko Nishida;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_17.png;https://images.pokemontcg.io/bw4/17.png;bw4
18;18;Common;;Funécire;Litwick;Pokémon;Fire;607;Kanako Eo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_18.png;https://images.pokemontcg.io/bw4/18.png;bw4
19;19;Uncommon;;Mélancolux;Lampent;Pokémon;Fire;608;Midori Harada;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_19.png;https://images.pokemontcg.io/bw4/19.png;bw4
20;20;Rare Holo;;Lugulabre;Chandelure;Pokémon;Fire;609;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/BW4/BW4_FR_20.png;https://images.pokemontcg.io/bw4/20.png;bw4
