number;;;;url
1;;Oddish;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169559.jpg
2;;Gloom;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169535.jpg
3;;Vileplume;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169595.jpg
4;;Vileplume;;https://res.cloudinary.com/dkhwpritu/image/upload/v1556991838/modifs/vil.jpg
5;;Paras;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169561.jpg
6;;Parasect;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169562.jpg
7;;Bellsprout;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169515.jpg
8;;Bellsprout;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169516.jpg
9;;Weepinbell;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169599.jpg
10;;Victreebel;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169593.jpg
11;;Victreebel;;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/d50aac80d99111e596a2973dca23316e/011.jpg
12;;Exeggcute;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169527.jpg
13;;Exeggutor;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169529.jpg
14;;Exeggutor;;https://i2.wp.com/www.poke-spot.com/wp-content/uploads/exeggutor-holo-1st_expedition.jpg?fit=700%2C990&ssl=1
15;;Tangela;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169584.jpg
16;;Scyther;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169571.jpg
17;;Scyther;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169572.jpg
18;;Pinsir;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169563.jpg
19;;Bellossom;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169513.jpg
20;;Bellossom;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1148440.jpg
21;;Vulpix;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169597.jpg
22;;Ninetales;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169555.jpg
23;;Ninetales;;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/a0640fc0d98811e5a7799518ac33f822/023.jpg
24;;Ponyta;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169564.jpg
25;;Rapidash;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169567.jpg
26;;Entei;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169525.jpg
27;;Entei;;https://i1.wp.com/www.poke-spot.com/wp-content/uploads/entei-holo-japanese_aquapolis.jpg?fit=700%2C990&ssl=1
28;;Tentacool;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169585.jpg
29;;Tentacruel;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1169586.jpg
