rank;number;size;rarety_type;ultra_type;fr_name;en_name;jap_name;super_type;energy;pokedex_number;artist;jap_url;list
39;/039;/083;Ultra;ex;Kyogre ex;Kyogre ex;カイオーガex;Pokémon;Water;382;Hikaru Koike;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/4f4ed6f0d42a11e5bac62f7b9a5e95d9/Kyogre.jpg;ex5
40;/040;/083;Common;;Voltorbe;Voltorb;ビリリダマ;Pokémon;Lightning;100;Kyoko Umemoto;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471835.jpg;ex5
41;/041;/083;Rare Holo;;Électrode;Electrode;マルマイン;Pokémon;Lightning;101;Kyoko Umemoto;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471872.jpg;ex5
42;/042;/083;Common;;Loupio;Chinchou;チョンチー;Pokémon;Lightning;170;Aya Kusube;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471836.jpg;ex5
43;/043;/083;Uncommon;;Lanturn;Lanturn;ランターン;Pokémon;Lightning;171;Aya Kusube;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471837.jpg;ex5
44;/044;/083;Uncommon;;Staross;Starmie;スターミー;Pokémon;Psychic;121;Aya Kusube;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471874.jpg;ex5
45;/045;/083;Rare Holo;;Kaorine;Claydol;ネンドール;Pokémon;Psychic;344;Kyoko Umemoto;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471838.jpg;ex5
46;/046;/083;Common;;Polichombr;Shuppet;カゲボウズ;Pokémon;Psychic;353;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471839.jpg;ex5
47;/047;/083;Rare Holo;;Branette;Banette;ジュペッタ;Pokémon;Psychic;354;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471876.jpg;ex5
48;/048;/083;Rare;;Eoko;Chimecho;チリーン;Pokémon;Psychic;358;Miki Tanaka;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471877.jpg;ex5
49;/049;/083;Common;;Machoc;Machop;ワンリキー;Pokémon;Fighting;66;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471840.jpg;ex5
50;/050;/083;Uncommon;;Machopeur;Machoke;ゴーリキー;Pokémon;Fighting;67;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471879.jpg;ex5
51;/051;/083;Rare Holo;;Mackogneur;Machamp;カイリキー;Pokémon;Fighting;68;Hajime Kusajima;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/c7301440d42a11e5877dd55543b381f2/machamp.jpg;ex5
52;/052;/083;Common;;Rhinocorne;Rhyhorn;サイホーン;Pokémon;Fighting;111;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471841.jpg;ex5
53;/053;/083;Uncommon;;Rhinoféros;Rhydon;サイドン;Pokémon;Fighting;112;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471842.jpg;ex5
54;/054;/083;Rare Holo;;Charmina;Medicham;チャーレム;Pokémon;Fighting;308;Atsuko Nishida;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/569f7080d42b11e59a7f61c59f293b22/medicham.jpg;ex5
55;/055;/083;Ultra;ex;Regirock ex;Regirock ex;レジロックex;Pokémon;Fighting;377;Mitsuhiro Arita;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/544a4070d42c11e5a1578197ab0a79fe/regirockandroll.jpg;ex5
56;/056;/083;Ultra;ex;Groudon ex;Groudon ex;グラードンex;Pokémon;Fighting;383;Hikaru Koike;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471881.jpg;ex5
57;/057;/083;Common;;Rondoudou;Jigglypuff;プリン;Pokémon;Colorless;39;Naoyo Kimura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471882.jpg;ex5
58;/058;/083;Ultra;ex;Grodoudou ex;Wigglytuff ex;プクリンex;Pokémon;Colorless;40;Ryo Ueda;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/7decd460d43b11e5a4bb0bf321407e6c/Wigglytuff.jpg;ex5
59;/059;/083;Common;;Doduo;Doduo;ドードー;Pokémon;Colorless;84;Miki Tanaka;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471843.jpg;ex5
60;/060;/083;Uncommon;;Dodrio;Dodrio;ドードリオ;Pokémon;Colorless;85;Miki Tanaka;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471884.jpg;ex5
61;/061;/083;Uncommon;;Toudoudou;Igglybuff;ププリン;Pokémon;Colorless;174;Naoyo Kimura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471885.jpg;ex5
62;/062;/083;Common;;Chuchmur;Whismur;ゴニョニョ;Pokémon;Colorless;293;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471844.jpg;ex5
63;/063;/083;Uncommon;;Ramboum;Loudred;ドゴーム;Pokémon;Colorless;294;Tomokazu Komiya;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/8050c4c0d42a11e5892bfd16260fc659/loudred.jpg;ex5
64;/064;/083;Rare Holo;;Brouhabam;Exploud;バクオング;Pokémon;Colorless;295;Tomokazu Komiya;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/9822dc70d42811e59a7f61c59f293b22/exploud.jpg;ex5
65;/065;/083;Uncommon;;Spinda;Spinda;パッチール;Pokémon;Colorless;327;Kagemaru Himeno;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/9c15b1c0d43911e5a66db77b653e9145/spinda.jpg;ex5
66;/066;/083;Uncommon;;Morpheo;Castform;ポワルン;Pokémon;Colorless;351;Sumiyoshi Kizuki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471887.jpg;ex5
67;/067;/083;Uncommon;;Pifeuil;Nuzleaf;コノハナ;Pokémon;Darkness;274;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471845.jpg;ex5
68;/068;/083;Rare Holo;;Tengalice;Shiftry;ダーテング;Pokémon;Darkness;275;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471889.jpg;ex5
69;/069;/083;Uncommon;;Terhal;Beldum;ダンバル;Pokémon;Metal;374;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471890.jpg;ex5
70;/070;/083;Rare;;Metang;Metang;メタング;Pokémon;Metal;375;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471891.jpg;ex5
71;/071;/083;Ultra;ex;Metalosse ex;Metagross ex;メタグロスex;Pokémon;Metal;376;Mitsuhiro Arita;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/680071d0d42b11e59a7f61c59f293b22/Metagross.jpg;ex5
72;/072;/083;Ultra;ex;Registeel ex;Registeel ex;レジスチルex;Pokémon;Metal;379;Mitsuhiro Arita;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/8565d0c0d42c11e5b101bfb857155101/registeel.jpg;ex5
73;/073;/083;Uncommon;;Herbe sauveuse;Life Herb;ふっかつそう;Trainer;NoColor;;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471846.jpg;ex5
74;/074;/083;Uncommon;;Les conseils de Pierre;Steven's Advice;ダイゴのアドバイス;Trainer;NoColor;;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471847.jpg;ex5
75;/075;/083;Uncommon;;Machine Technique Ancienne [Glace];Ancient Technical Machine (Ice);超古代のワザマシン氷;Trainer;NoColor;;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471848.jpg;ex5
76;/076;/083;Uncommon;;Machine Technique Ancienne [Pierre];Ancient Technical Machine (Rock);超古代のワザマシン岩;Trainer;NoColor;;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471895.jpg;ex5
77;/077;/083;Uncommon;;Machine Technique Ancienne [Acier];Ancient Technical Machine (Steel);超古代のワザマシン鋼;Trainer;NoColor;;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471849.jpg;ex5
78;/078;/083;Uncommon;;Grotte island;Island Cave;小島の横穴;Trainer;NoColor;;Ken Ikugi;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471897.jpg;ex5
79;/079;/083;Uncommon;;Tombeau antique;Ancient Tomb;古代塚;Trainer;NoColor;;Ken Ikuji;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471850.jpg;ex5
80;/080;/083;Uncommon;;Ruines désert;Desert Ruins;砂漠の遺跡;Trainer;NoColor;;Shin-ichi Yoshikawa;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471851.jpg;ex5
81;/081;/083;Uncommon;;Système à Haute Pression;High Pressure System;高気圧;Trainer;NoColor;;Ken Ikuji;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/bad88d90d42911e59a7f61c59f293b22/tropical%20beach.jpg;ex5
82;/082;/083;Uncommon;;Système à Basse Pression;Low Pressure System;低気圧;Trainer;NoColor;;Shin-ichi Yoshikawa;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/abf815e0d42a11e597cb59cd5881c64d/storms%20abrewin.jpg;ex5
83;/083;/083;Uncommon;;Tempête magnétique;Magnetic Storm;磁気嵐;Trainer;NoColor;;Shin-ichi Yoshikawa;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/297872f0d42b11e5b101bfb857155101/rainbow%20lightning.jpg;ex5
