rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;jap_url;list
1;1;Common;;Bulbizarre;Bulbasaur;Pokémon;Grass;1;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478799.jpg;ex13
2;2;Uncommon;;Herbizarre;Ivysaur;Pokémon;Grass;2;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478800.jpg;ex13
3;3;Rare Holo;;Florizarre;Venusaur;Pokémon;Grass;3;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478801.jpg;ex13
4;4;Ultra;Star;Celebi Star;Celebi Star;Pokémon;Grass;251;Masakazu Fukuda;https://res.cloudinary.com/dkhwpritu/image/upload/v1557080757/modifs/Capture_d_e%CC%81cran_2019-05-05_a%CC%80_20.20.25.png;ex13
5;5;Common;;Arcko;Treecko;Pokémon;Grass;252;Sachiko Adachi;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478803.jpg;ex13
6;6;Rare;;Massko;Grovyle;Pokémon;Grass;253;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478804.jpg;ex13
7;7;Common;;Grainipiot;Seedot;Pokémon;Grass;273;Yukiko Baba;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478805.jpg;ex13
8;8;Uncommon;;Gloupti;Gulpin;Pokémon;Grass;316;Kyoko Umemoto;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478806.jpg;ex13
9;9;Rare Holo;;Avaltout;Swalot;Pokémon;Grass;317;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478807.jpg;ex13
10;10;Uncommon;;Cacnéa;Cacnea;Pokémon;Grass;331;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478808.jpg;ex13
11;11;Common;;Salamèche;Charmander;Pokémon;Fire;4;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478809.jpg;ex13
12;12;Uncommon;;Reptincel;Charmeleon;Pokémon;Fire;5;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478810.jpg;ex13
13;13;Common;;Poussifeu;Torchic;Pokémon;Fire;255;Sumiyoshi Kizuki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478811.jpg;ex13
14;14;Rare Holo;;Ludicolo;Ludicolo δ;Pokémon;Fire;272;Masakazu Fukuda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478812.jpg;ex13
15;15;Common;;Chamallot;Numel;Pokémon;Fire;322;Miki Tanaka;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478813.jpg;ex13
16;16;Rare Holo;;Camerupt;Camerupt;Pokémon;Fire;323;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478814.jpg;ex13
17;17;Rare;;Krabboss;Kingler δ;Pokémon;Fire;99;Masakazu Fukuda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478815.jpg;ex13
18;18;Common;;Carapuce;Squirtle;Pokémon;Water;7;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478816.jpg;ex13
