rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Rare Holo;;Alakazam;Alakazam;Pokémon;Psychic;65;Ken Sugimori;https://www.pokepedia.fr/images/e/ea/Carte_Set_de_Base_1.png;https://images.pokemontcg.io/base1/1.png;base1
2;2;Rare Holo;;Tortank;Blastoise;Pokémon;Water;9;Ken Sugimori;https://www.pokepedia.fr/images/c/ca/Carte_Set_de_Base_2.png;https://images.pokemontcg.io/base1/2.png;base1
3;3;Rare Holo;;Leveinard;Chansey;Pokémon;Colorless;113;Ken Sugimori;https://www.pokepedia.fr/images/0/0a/Carte_Set_de_Base_3.png;https://images.pokemontcg.io/base1/3.png;base1
4;4;Rare Holo;;Dracaufeu;Charizard;Pokémon;Fire;6;Mitsuhiro Arita;https://www.pokepedia.fr/images/e/ee/Carte_Set_de_Base_4.png;https://images.pokemontcg.io/base1/4.png;base1
5;5;Rare Holo;;Mélofée;Clefairy;Pokémon;Colorless;35;Ken Sugimori;https://www.pokepedia.fr/images/d/d1/Carte_Set_de_Base_5.png;https://images.pokemontcg.io/base1/5.png;base1
6;6;Rare Holo;;Léviator;Gyarados;Pokémon;Water;130;Mitsuhiro Arita;https://www.pokepedia.fr/images/c/cd/Carte_Set_de_Base_6.png;https://images.pokemontcg.io/base1/6.png;base1
7;7;Rare Holo;;Tygnon;Hitmonchan;Pokémon;Fighting;107;Ken Sugimori;https://www.pokepedia.fr/images/3/38/Carte_Set_de_Base_7.png;https://images.pokemontcg.io/base1/7.png;base1
8;8;Rare Holo;;Mackogneur;Machamp;Pokémon;Fighting;68;Ken Sugimori;https://www.pokepedia.fr/images/a/a9/Carte_Set_de_Base_8.png;https://images.pokemontcg.io/base1/8.png;base1
9;9;Rare Holo;;Magneton;Magneton;Pokémon;Lightning;82;Keiji Kinebuchi;https://www.pokepedia.fr/images/4/46/Carte_Set_de_Base_9.png;https://images.pokemontcg.io/base1/9.png;base1
10;10;Rare Holo;;Mewtwo;Mewtwo;Pokémon;Psychic;150;Ken Sugimori;https://www.pokepedia.fr/images/8/8d/Carte_Set_de_Base_10.png;https://images.pokemontcg.io/base1/10.png;base1
11;11;Rare Holo;;Nidoking;Nidoking;Pokémon;Grass;34;Ken Sugimori;https://www.pokepedia.fr/images/a/ab/Carte_Set_de_Base_11.png;https://images.pokemontcg.io/base1/11.png;base1
12;12;Rare Holo;;Feunard;Ninetales;Pokémon;Fire;38;Ken Sugimori;https://www.pokepedia.fr/images/6/69/Carte_Set_de_Base_12.png;https://images.pokemontcg.io/base1/12.png;base1
13;13;Rare Holo;;Tartard;Poliwrath;Pokémon;Water;62;Ken Sugimori;https://www.pokepedia.fr/images/8/89/Carte_Set_de_Base_13.png;https://images.pokemontcg.io/base1/13.png;base1
14;14;Rare Holo;;Raichu;Raichu;Pokémon;Lightning;26;Ken Sugimori;https://www.pokepedia.fr/images/0/02/Carte_Set_de_Base_14.png;https://images.pokemontcg.io/base1/14.png;base1
15;15;Rare Holo;;Florizarre;Venusaur;Pokémon;Grass;3;Mitsuhiro Arita;https://www.pokepedia.fr/images/4/48/Carte_Set_de_Base_15.png;https://images.pokemontcg.io/base1/15.png;base1
16;16;Rare Holo;;Electhor;Zapdos;Pokémon;Lightning;145;Ken Sugimori;https://www.pokepedia.fr/images/b/be/Carte_Set_de_Base_16.png;https://images.pokemontcg.io/base1/16.png;base1
17;17;Rare;;Dardargnan;Beedrill;Pokémon;Grass;15;Ken Sugimori;https://www.pokepedia.fr/images/1/16/Carte_Set_de_Base_17.png;https://images.pokemontcg.io/base1/17.png;base1
18;18;Rare;;Draco;Dragonair;Pokémon;Colorless;148;Mitsuhiro Arita;https://www.pokepedia.fr/images/6/67/Carte_Set_de_Base_18.png;https://images.pokemontcg.io/base1/18.png;base1
19;19;Rare;;Triopikeur;Dugtrio;Pokémon;Fighting;51;Keiji Kinebuchi;https://www.pokepedia.fr/images/2/22/Carte_Set_de_Base_19.png;https://images.pokemontcg.io/base1/19.png;base1
20;20;Rare;;Elektek;Electabuzz;Pokémon;Lightning;125;Ken Sugimori;https://www.pokepedia.fr/images/1/12/Carte_Set_de_Base_20.png;https://images.pokemontcg.io/base1/20.png;base1
21;21;Rare;;Électrode;Electrode;Pokémon;Lightning;101;Keiji Kinebuchi;https://www.pokepedia.fr/images/d/db/Carte_Set_de_Base_21.png;https://images.pokemontcg.io/base1/21.png;base1
22;22;Rare;;Roucoups;Pidgeotto;Pokémon;Colorless;17;Ken Sugimori;https://www.pokepedia.fr/images/e/e4/Carte_Set_de_Base_22.png;https://images.pokemontcg.io/base1/22.png;base1
23;23;Uncommon;;Arcanin;Arcanine;Pokémon;Fire;59;Ken Sugimori;https://www.pokepedia.fr/images/a/a7/Carte_Set_de_Base_23.png;https://images.pokemontcg.io/base1/23.png;base1
24;24;Uncommon;;Reptincel;Charmeleon;Pokémon;Fire;5;Mitsuhiro Arita;https://www.pokepedia.fr/images/5/5e/Carte_Set_de_Base_24.png;https://images.pokemontcg.io/base1/24.png;base1
25;25;Uncommon;;Lamantine;Dewgong;Pokémon;Water;87;Mitsuhiro Arita;https://www.pokepedia.fr/images/d/dd/Carte_Set_de_Base_25.png;https://images.pokemontcg.io/base1/25.png;base1
26;26;Uncommon;;Minidraco;Dratini;Pokémon;Colorless;147;Ken Sugimori;https://www.pokepedia.fr/images/7/71/Carte_Set_de_Base_26.png;https://images.pokemontcg.io/base1/26.png;base1
27;27;Uncommon;;Canarticho;Farfetch'd;Pokémon;Colorless;83;Ken Sugimori;https://www.pokepedia.fr/images/9/95/Carte_Set_de_Base_27.png;https://images.pokemontcg.io/base1/27.png;base1
28;28;Uncommon;;Caninos;Growlithe;Pokémon;Fire;58;Ken Sugimori;https://www.pokepedia.fr/images/4/4c/Carte_Set_de_Base_28.png;https://images.pokemontcg.io/base1/28.png;base1
29;29;Uncommon;;Spectrum;Haunter;Pokémon;Psychic;93;Keiji Kinebuchi;https://www.pokepedia.fr/images/9/9f/Carte_Set_de_Base_29.png;https://images.pokemontcg.io/base1/29.png;base1
30;30;Uncommon;;Herbizarre;Ivysaur;Pokémon;Grass;2;Ken Sugimori;https://www.pokepedia.fr/images/1/11/Carte_Set_de_Base_30.png;https://images.pokemontcg.io/base1/30.png;base1
31;31;Uncommon;;Lippoutou;Jynx;Pokémon;Psychic;124;Ken Sugimori;https://www.pokepedia.fr/images/9/93/Carte_Set_de_Base_31.png;https://images.pokemontcg.io/base1/31.png;base1
32;32;Uncommon;;Kadabra;Kadabra;Pokémon;Psychic;64;Ken Sugimori;https://www.pokepedia.fr/images/1/1c/Carte_Set_de_Base_32.png;https://images.pokemontcg.io/base1/32.png;base1
33;33;Uncommon;;Coconfort;Kakuna;Pokémon;Grass;14;Keiji Kinebuchi;https://www.pokepedia.fr/images/7/78/Carte_Set_de_Base_33.png;https://images.pokemontcg.io/base1/33.png;base1
34;34;Uncommon;;Machopeur;Machoke;Pokémon;Fighting;67;Ken Sugimori;https://www.pokepedia.fr/images/e/e9/Carte_Set_de_Base_34.png;https://images.pokemontcg.io/base1/34.png;base1
35;35;Uncommon;;Magicarpe;Magikarp;Pokémon;Water;129;Mitsuhiro Arita;https://www.pokepedia.fr/images/9/98/Carte_Set_de_Base_35.png;https://images.pokemontcg.io/base1/35.png;base1
36;36;Uncommon;;Magmar;Magmar;Pokémon;Fire;126;Ken Sugimori;https://www.pokepedia.fr/images/a/a0/Carte_Set_de_Base_36.png;https://images.pokemontcg.io/base1/36.png;base1
37;37;Uncommon;;Nidorino;Nidorino;Pokémon;Grass;33;Mitsuhiro Arita;https://www.pokepedia.fr/images/b/b8/Carte_Set_de_Base_37.png;https://images.pokemontcg.io/base1/37.png;base1
38;38;Uncommon;;Têtarte;Poliwhirl;Pokémon;Water;61;Ken Sugimori;https://www.pokepedia.fr/images/6/61/Carte_Set_de_Base_38.png;https://images.pokemontcg.io/base1/38.png;base1
39;39;Uncommon;;Porygon;Porygon;Pokémon;Colorless;137;Tomoaki Imakuni;https://www.pokepedia.fr/images/5/5f/Carte_Set_de_Base_39.png;https://images.pokemontcg.io/base1/39.png;base1
40;40;Uncommon;;Rattatac;Raticate;Pokémon;Colorless;20;Ken Sugimori;https://www.pokepedia.fr/images/4/4a/Carte_Set_de_Base_40.png;https://images.pokemontcg.io/base1/40.png;base1
41;41;Uncommon;;Otaria;Seel;Pokémon;Water;86;Ken Sugimori;https://www.pokepedia.fr/images/2/24/Carte_Set_de_Base_41.png;https://images.pokemontcg.io/base1/41.png;base1
42;42;Uncommon;;Carabaffe;Wartortle;Pokémon;Water;8;Ken Sugimori;https://www.pokepedia.fr/images/9/95/Carte_Set_de_Base_42.png;https://images.pokemontcg.io/base1/42.png;base1
43;43;Common;;Abra;Abra;Pokémon;Psychic;63;Mitsuhiro Arita;https://www.pokepedia.fr/images/d/d0/Carte_Set_de_Base_43.png;https://images.pokemontcg.io/base1/43.png;base1
44;44;Common;;Bulbizarre;Bulbasaur;Pokémon;Grass;1;Mitsuhiro Arita;https://www.pokepedia.fr/images/b/b3/Carte_Set_de_Base_44.png;https://images.pokemontcg.io/base1/44.png;base1
45;45;Common;;Chenipan;Caterpie;Pokémon;Grass;10;Ken Sugimori;https://www.pokepedia.fr/images/4/40/Carte_Set_de_Base_45.png;https://images.pokemontcg.io/base1/45.png;base1
46;46;Common;;Salamèche;Charmander;Pokémon;Fire;4;Mitsuhiro Arita;https://www.pokepedia.fr/images/1/12/Carte_Set_de_Base_46.png;https://images.pokemontcg.io/base1/46.png;base1
47;47;Common;;Taupiqueur;Diglett;Pokémon;Fighting;50;Keiji Kinebuchi;https://www.pokepedia.fr/images/e/ee/Carte_Set_de_Base_47.png;https://images.pokemontcg.io/base1/47.png;base1
48;48;Common;;Doduo;Doduo;Pokémon;Colorless;84;Mitsuhiro Arita;https://www.pokepedia.fr/images/c/cb/Carte_Set_de_Base_48.png;https://images.pokemontcg.io/base1/48.png;base1
49;49;Common;;Soporifik;Drowzee;Pokémon;Psychic;96;Ken Sugimori;https://www.pokepedia.fr/images/5/5a/Carte_Set_de_Base_49.png;https://images.pokemontcg.io/base1/49.png;base1
50;50;Common;;Fantominus;Gastly;Pokémon;Psychic;92;Keiji Kinebuchi;https://www.pokepedia.fr/images/c/c6/Carte_Set_de_Base_50.png;https://images.pokemontcg.io/base1/50.png;base1
51;51;Common;;Smogo;Koffing;Pokémon;Grass;109;Mitsuhiro Arita;https://www.pokepedia.fr/images/3/3a/Carte_Set_de_Base_51.png;https://images.pokemontcg.io/base1/51.png;base1
52;52;Common;;Machoc;Machop;Pokémon;Fighting;66;Mitsuhiro Arita;https://www.pokepedia.fr/images/0/00/Carte_Set_de_Base_52.png;https://images.pokemontcg.io/base1/52.png;base1
53;53;Common;;Magneti;Magnemite;Pokémon;Lightning;81;Keiji Kinebuchi;https://www.pokepedia.fr/images/2/24/Carte_Set_de_Base_53.png;https://images.pokemontcg.io/base1/53.png;base1
54;54;Common;;Chrysacier;Metapod;Pokémon;Grass;11;Ken Sugimori;https://www.pokepedia.fr/images/b/b6/Carte_Set_de_Base_54.png;https://images.pokemontcg.io/base1/54.png;base1
55;55;Common;;Nidoran M;Nidoran♂;Pokémon;Grass;32;Ken Sugimori;https://www.pokepedia.fr/images/e/ed/Carte_Set_de_Base_55.png;https://images.pokemontcg.io/base1/55.png;base1
56;56;Common;;Onix;Onix;Pokémon;Fighting;95;Ken Sugimori;https://www.pokepedia.fr/images/6/68/Carte_Set_de_Base_56.png;https://images.pokemontcg.io/base1/56.png;base1
