rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Rare Holo;;Alakazam Obscur;Dark Alakazam;Pokémon;Psychic;65;Ken Sugimori;https://www.pokepedia.fr/images/8/8a/Carte_Team_Rocket_1.png;https://images.pokemontcg.io/base5/1.png;base5
2;2;Rare Holo;;Arbok Obscur;Dark Arbok;Pokémon;Grass;24;Mitsuhiro Arita;https://www.pokepedia.fr/images/7/7c/Carte_Team_Rocket_2.png;https://images.pokemontcg.io/base5/2.png;base5
3;3;Rare Holo;;Tortank Obscur;Dark Blastoise;Pokémon;Water;9;Mitsuhiro Arita;https://www.pokepedia.fr/images/8/87/Carte_Team_Rocket_3.png;https://images.pokemontcg.io/base5/3.png;base5
4;4;Rare Holo;;Dracaufeu Obscur;Dark Charizard;Pokémon;Fire;6;Ken Sugimori;https://www.pokepedia.fr/images/8/84/Carte_Team_Rocket_4.png;https://images.pokemontcg.io/base5/4.png;base5
5;5;Rare Holo;;Dracolosse Obscur;Dark Dragonite;Pokémon;Colorless;149;Mitsuhiro Arita;https://www.pokepedia.fr/images/3/3c/Carte_Team_Rocket_5.png;https://images.pokemontcg.io/base5/5.png;base5
6;6;Rare Holo;;Triopikeur Obscur;Dark Dugtrio;Pokémon;Fighting;51;Kagemaru Himeno;https://www.pokepedia.fr/images/4/43/Carte_Team_Rocket_6.png;https://images.pokemontcg.io/base5/6.png;base5
7;7;Rare Holo;;Nosféralto Obscur;Dark Golbat;Pokémon;Grass;42;Mitsuhiro Arita;https://www.pokepedia.fr/images/6/65/Carte_Team_Rocket_7.png;https://images.pokemontcg.io/base5/7.png;base5
8;8;Rare Holo;;Léviator Obscur;Dark Gyarados;Pokémon;Water;130;Kagemaru Himeno;https://www.pokepedia.fr/images/7/76/Carte_Team_Rocket_8.png;https://images.pokemontcg.io/base5/8.png;base5
9;9;Rare Holo;;Hypnomade Obscur;Dark Hypno;Pokémon;Psychic;97;Kagemaru Himeno;https://www.pokepedia.fr/images/0/07/Carte_Team_Rocket_9.png;https://images.pokemontcg.io/base5/9.png;base5
10;10;Rare Holo;;Mackogneur Obscur;Dark Machamp;Pokémon;Fighting;68;Mitsuhiro Arita;https://www.pokepedia.fr/images/4/4d/Carte_Team_Rocket_10.png;https://images.pokemontcg.io/base5/10.png;base5
11;11;Rare Holo;;Magneton Obscur;Dark Magneton;Pokémon;Lightning;82;Miki Tanaka;https://www.pokepedia.fr/images/d/d2/Carte_Team_Rocket_11.png;https://images.pokemontcg.io/base5/11.png;base5
12;12;Rare Holo;;Flagadoss Obscur;Dark Slowbro;Pokémon;Psychic;80;Mitsuhiro Arita;https://www.pokepedia.fr/images/7/79/Carte_Team_Rocket_12.png;https://images.pokemontcg.io/base5/12.png;base5
