rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Rare Holo;;Alakazam;Alakazam;Pokémon;Psychic;65;Ken Sugimori;;https://images.pokemontcg.io/base4/1.png;base4
2;2;Rare Holo;;Tortank;Blastoise;Pokémon;Water;9;Ken Sugimori;;https://images.pokemontcg.io/base4/2.png;base4
3;3;Rare Holo;;Leveinard;Chansey;Pokémon;Colorless;113;Ken Sugimori;;https://images.pokemontcg.io/base4/3.png;base4
4;4;Rare Holo;;Dracaufeu;Charizard;Pokémon;Fire;6;Mitsuhiro Arita;;https://images.pokemontcg.io/base4/4.png;base4
5;5;Rare Holo;;Mélodelfe;Clefable;Pokémon;Colorless;36;Mitsuhiro Arita;;https://images.pokemontcg.io/base4/5.png;base4
6;6;Rare Holo;;Mélofée;Clefairy;Pokémon;Colorless;35;Ken Sugimori;;https://images.pokemontcg.io/base4/6.png;base4
7;7;Rare Holo;;Léviator;Gyarados;Pokémon;Water;130;Mitsuhiro Arita;;https://images.pokemontcg.io/base4/7.png;base4
8;8;Rare Holo;;Tygnon;Hitmonchan;Pokémon;Fighting;107;Ken Sugimori;;https://images.pokemontcg.io/base4/8.png;base4
9;9;Rare Holo;;Magneton;Magneton;Pokémon;Lightning;82;Keiji Kinebuchi;;https://images.pokemontcg.io/base4/9.png;base4
10;10;Rare Holo;;Mewtwo;Mewtwo;Pokémon;Psychic;150;Ken Sugimori;;https://images.pokemontcg.io/base4/10.png;base4
11;11;Rare Holo;;Nidoking;Nidoking;Pokémon;Grass;34;Ken Sugimori;;https://images.pokemontcg.io/base4/11.png;base4
12;12;Rare Holo;;Nidoqueen;Nidoqueen;Pokémon;Grass;31;Ken Sugimori;;https://images.pokemontcg.io/base4/12.png;base4
13;13;Rare Holo;;Feunard;Ninetales;Pokémon;Fire;38;Ken Sugimori;;https://images.pokemontcg.io/base4/13.png;base4
14;14;Rare Holo;;Roucarnage;Pidgeot;Pokémon;Colorless;18;Kagemaru Himeno;;https://images.pokemontcg.io/base4/14.png;base4
15;15;Rare Holo;;Tartard;Poliwrath;Pokémon;Water;62;Ken Sugimori;;https://images.pokemontcg.io/base4/15.png;base4
16;16;Rare Holo;;Raichu;Raichu;Pokémon;Lightning;26;Ken Sugimori;;https://images.pokemontcg.io/base4/16.png;base4
17;17;Rare Holo;;Insécateur;Scyther;Pokémon;Grass;123;Ken Sugimori;;https://images.pokemontcg.io/base4/17.png;base4
18;18;Rare Holo;;Florizarre;Venusaur;Pokémon;Grass;3;Mitsuhiro Arita;;https://images.pokemontcg.io/base4/18.png;base4
19;19;Rare Holo;;Grodoudou;Wigglytuff;Pokémon;Colorless;40;Mitsuhiro Arita;;https://images.pokemontcg.io/base4/19.png;base4
20;20;Rare Holo;;Electhor;Zapdos;Pokémon;Lightning;145;Ken Sugimori;;https://images.pokemontcg.io/base4/20.png;base4
21;21;Rare;;Dardargnan;Beedrill;Pokémon;Grass;15;Ken Sugimori;;https://images.pokemontcg.io/base4/21.png;base4
